"Aimag","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09","2019-10","2019-11","2019-12","2020-01","2020-02","2020-03","2020-04","2020-05","2020-06"
"Total","1,317","1,372","1,457","1,411","1,441","1,297","1,341","1,355","1,301","1,255","1,348","1,286","1,357","1,112","1,428","1,206","1,362","1,280","1,279","1,347","1,360","1,378","1,292","1,411","1,486","1,370","1,486","1,375","1,432","1,367","1,533","1,391","1,460","1,461","1,361","1,609","1,573","1,358","1,373","1,431","1,508","1,280","1,410","1,425","1,365","1,542","1,266","1,674","1,366","1,298","1,292","1,310","1,288","1,306"
