,OBJECTID,Ner,Holboo_barih_utas,Duureg,Horoo,Bairshil,x,y,xy,lat_lon
3,46,эрхэм хатан 20-23,94061980,7,112,,11902841.598741129,6102147.117222538,"11902841.598741129,6102147.117222538","(47.97169460696416, 106.92504532602796)"
4,215,,,4,53,,11915268.769527167,6092394.5288671665,"11915268.769527167,6092394.5288671665","(47.9130072801128, 107.03668050058258)"
5,69,8-н нэрийн хүнсний дэлгүүр ,0,7,98,,11903322.918173246,6091844.839124299,"11903322.918173246,6091844.839124299","(47.90969747502344, 106.9293690920521)"
6,192,Apple,0,7,100,,11899981.37786114,6092362.58044652,"11899981.37786114,6092362.58044652","(47.91281491730879, 106.89935152470345)"
7,524,Тансаг хүнсний дэлгүүр,0,3,22,,11898547.71501303,6094211.86901978,"11898547.71501303,6094211.86901978","(47.92394838549031, 106.88647271221612)"
8,92,,,9,134,,11901665.050826412,6093453.599635925,"11901665.050826412,6093453.599635925","(47.91938358565983, 106.91447621628507)"
9,115,Хасбаатар гудамж,96067620,3,21,,11897530.28899457,6094192.889079592,"11897530.28899457,6094192.889079592","(47.9238341307113, 106.87733301878768)"
10,779,асайт хайрхан,88147835,4,54,,11910228.863992566,6094284.873918984,"11910228.863992566,6094284.873918984","(47.924387855472716, 106.99140625886007)"
11,138,мини маркет,0,3,25,,11898398.066207195,6093477.45741068,"11898398.066207195,6093477.45741068","(47.91952721617198, 106.8851283941208)"
12,161,Мөн чанар ХХК,99295271,9,145,,11900386.41854044,6097695.556190451,"11900386.41854044,6097695.556190451","(47.94491508945871, 106.90299006703249)"
13,670,,,3,10,,11899815.621815406,6091272.997038025,"11899815.621815406,6091272.997038025","(47.90625406105527, 106.89786251281026)"
14,29,Рашаант  хүнсний дэлгүүр,0,7,108,,11902452.117016392,6096013.045698309,"11902452.117016392,6096013.045698309","(47.93478989742363, 106.9215465521658)"
15,232,,,4,53,,11915767.65823096,6092579.3510885555,"11915767.65823096,6092579.3510885555","(47.91412008856044, 107.04116209405949)"
16,576,,,9,148,,11899861.002478074,6100087.584389333,"11899861.002478074,6100087.584389333","(47.95930667957428, 106.89827017423903)"
17,169,Сод Соёбот гэрэл ХХК,99056239,9,145,,11901629.551153414,6097459.974823584,"11901629.551153414,6097459.974823584","(47.9434975020413, 106.9141573172967)"
18,175,Онхи хунт супермаркет,99080654,9,145,,11898768.537218891,6098922.4301717775,"11898768.537218891,6098922.4301717775","(47.952297053048696, 106.8884563918421)"
19,221,,,4,53,,11914841.456456916,6093281.019138001,"11914841.456456916,6093281.019138001","(47.918344590662656, 107.03284188196147)"
20,75,Батсуурь хүнсний дэлгүүр ,0,7,98,,11903401.743860671,6091957.1060151225,"11903401.743860671,6091957.1060151225","(47.910373476326484, 106.93007719525005)"
21,344,,,4,55,,11904263.252809392,6091985.769865209,"11904263.252809392,6091985.769865209","(47.91054607076642, 106.93781626181047)"
22,132,Ж.Х.Д гудамж ,0,3,24,,11898821.066923056,6093128.772386463,"11898821.066923056,6093128.772386463","(47.917427994612346, 106.88892827420331)"
23,464,,,7,109,,11902221.496613879,6097021.780035237,"11902221.496613879,6097021.780035237","(47.940860605125245, 106.91947485384172)"
24,793,аянчин,99953848,4,54,,11909628.974967973,6096719.514150785,"11909628.974967973,6096719.514150785","(47.9390416005391, 106.9860173640644)"
25,438,,,7,107,,11902381.756242115,6095344.105707972,"11902381.756242115,6095344.105707972","(47.93076372767769, 106.92091449057644)"
26,9,Сайн Э Шүэ хүнсний дэлгүүр,99077997,7,102,,11899847.920886176,6091867.531344406,"11899847.920886176,6091867.531344406","(47.90983411415352, 106.89815266029962)"
27,15,Өсөх хүнсний дэлгүүр,0,7,108,,11902781.481117932,6096284.755534011,"11902781.481117932,6096284.755534011","(47.93642515626829, 106.92450528023033)"
28,181,Гэгээ ХХК,0,9,145,,11899814.76894455,6098254.800463416,"11899814.76894455,6098254.800463416","(47.9482801304996, 106.897854851341)"
29,673,,,3,10,,11898931.818651635,6092500.766783109,"11898931.818651635,6092500.766783109","(47.91364693799554, 106.88992317390857)"
30,679,,,3,10,,11898999.10178602,6091974.067962959,"11898999.10178602,6091974.067962959","(47.91047560984558, 106.89052758858837)"
31,109,21 дүгээр байрны ард талд,88064025,3,19,,11897628.877111534,6094828.271888242,"11897628.877111534,6094828.271888242","(47.92765884869796, 106.8782186509107)"
32,158,Нар мичид,0,9,145,,11899547.509960003,6098496.054916786,"11899547.509960003,6098496.054916786","(47.94973172034765, 106.89545402303465)"
33,656,,,3,10,,11898833.883726042,6092523.459091971,"11898833.883726042,6092523.459091971","(47.91378356723223, 106.88904340950349)"
34,773,Баянуул,98803006,4,54,,11909386.757149095,6096121.824037183,"11909386.757149095,6096121.824037183","(47.935444575334046, 106.98384148437654)"
35,458,,,7,109,,11902680.847329587,6096676.819824474,"11902680.847329587,6096676.819824474","(47.93878466537506, 106.92360127152864)"
36,799,дөл,99213567,4,54,,11910015.492462574,6095413.659276621,"11910015.492462574,6095413.659276621","(47.93118236648831, 106.98948950979418)"
37,481,Цээл 8 нэрийн хүнсний дэлгүүр,96660463,3,30,,11897560.32019334,6096508.396661751,"11897560.32019334,6096508.396661751","(47.9377710795336, 106.87760279363624)"
38,89,ҮХД 87-р байр Seven stars Супермаркет,99098816,8,132,,11899792.673943643,6088570.587248921,"11899792.673943643,6088570.587248921","(47.889978085007, 106.89765636857082)"
39,587,,,9,148,,11899966.103359075,6100097.139013221,"11899966.103359075,6100097.139013221","(47.95936415674239, 106.89921431151681)"
40,195,Алейка,0,7,100,,11900133.925300894,6092279.574700474,"11900133.925300894,6092279.574700474","(47.91231513282749, 106.90072188167028)"
41,244,аж 76 байр 1 давхарт  супер маркет,0,4,55,,11904048.27365662,6091897.3895819215,"11904048.27365662,6091897.3895819215","(47.910013902253034, 106.93588507122344)"
42,3,Есөн хүсэл мини маркет,88983399,7,102,,11899685.4922107,6092131.477974569,"11899685.4922107,6092131.477974569","(47.91142341816902, 106.896693538682)"
43,146,энхжин,0,3,25,,11898101.42576523,6093718.469077873,"11898101.42576523,6093718.469077873","(47.920978151813316, 106.88246362769175)"
44,152,khus 88,0,3,25,,11898412.030040575,6093318.043342736,"11898412.030040575,6093318.043342736","(47.918567491090904, 106.88525383337031)"
45,785,найман сарнай,99935383,4,54,,11910589.822953619,6094353.690698136,"11910589.822953619,6094353.690698136","(47.9248021106731, 106.99464880837661)"
46,444,,,7,107,,11902584.79201287,6095277.223231514,"11902584.79201287,6095277.223231514","(47.93036116281661, 106.92273839193736)"
47,493,,,3,21,,11898046.43760098,6094365.973672334,"11898046.43760098,6094365.973672334","(47.924876049935996, 106.88196966060782)"
48,95,,,9,134,,11901184.064751653,6093132.922486908,"11901184.064751653,6093132.922486908","(47.91745298035695, 106.91015544486102)"
49,72,Хүнсийн дэлгүүр,0,7,98,,11903068.78493197,6092394.230271279,"11903068.78493197,6092394.230271279","(47.91300548225753, 106.9270861743037)"
50,189,Око,91915453,7,100,,11900008.114953144,6092082.809051683,"11900008.114953144,6092082.809051683","(47.911130371253385, 106.89959170808743)"
51,521,Боса хүнсний сүлжээ дэлгүүр,0,3,22,,11898616.388932286,6094644.5052012745,"11898616.388932286,6094644.5052012745","(47.92655268518051, 106.887089620529)"
52,118,Хасбаатар гудамж,0,3,21,,11897766.766103283,6094356.512099772,"11897766.766103283,6094356.512099772","(47.92481909454595, 106.8794573287987)"
53,450,,,7,107,,11902889.345866438,6095465.927132585,"11902889.345866438,6095465.927132585","(47.931496961387644, 106.92547424575234)"
54,782,мөнхдэлгэрэх,96041488,4,54,,11910780.135252228,6094661.251555292,"11910780.135252228,6094661.251555292","(47.926653489010654, 106.99635841284255)"
55,264,наран,0,4,40,,11912689.024390643,6093125.159248105,"11912689.024390643,6093125.159248105","(47.91740624164653, 107.01350625572984)"
56,212,,,4,53,,11914978.720247649,6091650.163504516,"11914978.720247649,6091650.163504516","(47.908525238742655, 107.03407494357317)"
57,235,,,4,53,,11915522.82088134,6093229.06593854,"11915522.82088134,6093229.06593854","(47.91803181013323, 107.03896268272662)"
58,172,Лаврай хайрхан ХХК,0,9,145,,11899816.233868623,6098069.679562942,"11899816.233868623,6098069.679562942","(47.94716625970655, 106.89786801097786)"
59,66,,,7,103,,11902025.872380977,6094278.880740374,"11902025.872380977,6094278.880740374","(47.92435177827985, 106.91771753145812)"
60,78,Цамзо ХХК дэлгүүр,0,7,98,,11901374.56207686,6092109.980039148,"11901374.56207686,6092109.980039148","(47.91129397429939, 106.91186671144919)"
61,527,Номин супермаркет,0,3,22,,11898781.206256993,6094221.712872,"11898781.206256993,6094221.712872","(47.92400764306764, 106.88857019974772)"
62,218,,,4,53,,11915378.820246335,6092895.848251092,"11915378.820246335,6092895.848251092","(47.91602565187046, 107.03766910301314)"
63,32,Дэвжих 7 бурхан хүнсний дэлгүүр,0,7,108,,11901837.52773318,6096239.669665298,"11901837.52773318,6096239.669665298","(47.936153814993524, 106.91602560270015)"
64,229,,,4,53,,11914487.338010412,6094377.412759589,"11914487.338010412,6094377.412759589","(47.92494490919589, 107.02966078183265)"
65,659,,,3,10,,11900508.332493173,6091315.992880782,"11900508.332493173,6091315.992880782","(47.906512973513514, 106.90408523870336)"
66,667,,,3,10,,11900092.706112262,6091263.442337916,"11900092.706112262,6091263.442337916","(47.906196524365726, 106.9003516033988)"
67,126,Амарсанаагийн гудамж ,0,3,24,,11898763.989001809,6093466.200266582,"11898763.989001809,6093466.200266582","(47.91945944504901, 106.8884155345129)"
68,467,,,7,109,,11901759.732596034,6097130.800681658,"11901759.732596034,6097130.800681658","(47.94151666430677, 106.91532675709284)"
69,26,Рапид 23-53 тоот Увс нарлаг супермаркет,99999495,8,132,,11901990.833787458,6090189.14138228,"11901990.833787458,6090189.14138228","(47.89972686890325, 106.9174027744172)"
70,12,,,7,114,,11903517.235469751,6104633.709308604,"11903517.235469751,6104633.709308604","(47.986647303104945, 106.9311146740263)"
71,178,Цом оргих булаг ХХК,99290579,9,145,,11898024.470400073,6099898.793767144,"11898024.470400073,6099898.793767144","(47.95817097022944, 106.88177232588458)"
72,676,,,3,10,,11900173.920398861,6091272.996989124,"11900173.920398861,6091272.996989124","(47.90625406076077, 106.90108116374822)"
73,35,эрхэст дэлгүүр 23-80 б,88404142,7,112,,11904337.756636944,6103352.19478719,"11904337.756636944,6103352.19478719","(47.97894167558297, 106.93848554108061)"
74,129,,,3,24,,11898904.919722551,6093436.342054248,"11898904.919722551,6093436.342054248","(47.91927968991727, 106.88968153671735)"
75,461,12-р хороо Хангайн 6-244б,91924091,7,109,,11902638.751368579,6096945.639645595,"11902638.751368579,6096945.639645595","(47.94040240622724, 106.92322311707692)"
76,796,аз марал,88732808,4,54,,11910341.933565108,6095353.7456773715,"11910341.933565108,6095353.7456773715","(47.93082175028495, 106.9924219801119)"
77,106,,,3,26,,11897639.506605098,6093189.653108004,"11897639.506605098,6093189.653108004","(47.91779452673853, 106.878314137276)"
78,155,АНКО,0,9,145,,11900174.858968854,6098460.22508055,"11900174.858968854,6098460.22508055","(47.94951614047387, 106.90108959506591)"
79,86,ҮХД 87-р байр Зайсан хүнсний зах,0,8,132,,11899736.5404844,6088602.237036398,"11899736.5404844,6088602.237036398","(47.89016873381498, 106.89715211312694)"
80,584,,,9,148,,11900152.418642534,6101372.682013372,"11900152.418642534,6101372.682013372","(47.967036788872754, 106.90088801018477)"
81,484,“Сод” төвийн 1-р давхарт,0,3,19,,11897950.989072163,6094473.71095132,"11897950.989072163,6094473.71095132","(47.92552458662057, 106.881112231885)"
82,63,22-р байранд,0,7,103,,11901997.208440868,6094896.348499136,"11901997.208440868,6094896.348499136","(47.92806862242266, 106.91746003890309)"
83,112,Абажий 8 нэрийн дэлгүүр,91899578,3,30,,11897704.390334284,6096227.427703316,"11897704.390334284,6096227.427703316","(47.93608013867879, 106.8788969977322)"
84,776,эх булаг,99184205,4,54,,11909756.122851416,6095061.172315516,"11909756.122851416,6095061.172315516","(47.929060733412264, 106.9871595529348)"
85,6,Ачлал минимаркет,94001575,7,102,,11899653.24537781,6091998.907440954,"11899653.24537781,6091998.907440954","(47.910625176225295, 106.89640386045353)"
86,43,Рапид 17-3 тоот Номун од,89798494,8,132,,11902186.108371546,6090417.616446163,"11902186.108371546,6090417.616446163","(47.90110285918146, 106.91915695585206)"
87,55,ТГГ 91-р байр Дэлгэр Арвижих супермаркет,99152617,8,132,,11899874.485326078,6088704.94930077,"11899874.485326078,6088704.94930077","(47.89078743679266, 106.89839129272339)"
88,98,,,3,26,,11897842.542514749,6093712.768953509,"11897842.542514749,6093712.768953509","(47.9209438364606, 106.88013803988466)"
89,347,,,4,55,,11903897.78834076,6091947.5513141295,"11903897.78834076,6091947.5513141295","(47.91031594421101, 106.93453323863072)"
90,590,,,9,148,,11900806.910814116,6100923.614378301,"11900806.910814116,6100923.614378301","(47.96433569219044, 106.90676741339546)"
91,441,,,7,107,,11902415.197449118,6095276.137558751,"11902415.197449118,6095276.137558751","(47.93035462813881, 106.92121489805014)"
92,447,,,7,107,,11902685.115685705,6095529.226506883,"11902685.115685705,6095529.226506883","(47.931877951309545, 106.92363961482403)"
93,49,Рапид 28-4 тоот Шанаган Ундрага ХХК,99998742,8,132,,11902327.039174428,6090186.513898692,"11902327.039174428,6090186.513898692","(47.89971104467977, 106.92042295879439)"
94,149,batkhuleg,0,3,25,,11898270.772782153,6093888.335249318,"11898270.772782153,6093888.335249318","(47.922000753719516, 106.88398489782797)"
95,198,Хүнсний 50 дугаар дэлгүүр ,0,7,101,,11900967.403707515,6092608.014982082,"11900967.403707515,6092608.014982082","(47.91429267076646, 106.90820914558681)"
96,690,,,3,10,,11900067.62514544,6090880.062987559,"11900067.62514544,6090880.062987559","(47.903887829943095, 106.90012629724045)"
97,190,Мөнх цаст мөнхжин,94223838,7,100,,11900324.014760507,6091996.817312389,"11900324.014760507,6091996.817312389","(47.91061259091457, 106.90242948433949)"
98,522,Атар хүнсний дэлгүүр,0,3,22,,11898396.632441293,6094546.570122173,"11898396.632441293,6094546.570122173","(47.925963165996215, 106.88511551438256)"
99,213,,,4,53,,11915092.265375832,6091541.479573635,"11915092.265375832,6091541.479573635","(47.90787078855818, 107.03509493681402)"
100,144,,,3,25,,11898217.275696566,6093664.72430188,"11898217.275696566,6093664.72430188","(47.92065460166213, 106.88350432533159)"
101,167,Сүрэнхүү ХХК,88124437,9,145,,11900949.381053954,6097670.176716273,"11900949.381053954,6097670.176716273","(47.9447623728685, 106.90804724533525)"
102,453,,,7,107,,11902638.536846545,6095705.987230141,"11902638.536846545,6095705.987230141","(47.932941834074306, 106.92322118999267)"
103,236,,,4,53,,11915544.318795923,6091876.488743858,"11915544.318795923,6091876.488743858","(47.90988805021662, 107.03915580177909)"
104,113,Аяама амаяа 8 нэрийн дэлгүүр,96675637,3,30,,11898179.135931764,6096548.70214274,"11898179.135931764,6096548.70214274","(47.93801364337591, 106.88316170999505)"
105,184,Солонго,99895689,7,100,,11900359.32908401,6092353.772295297,"11900359.32908401,6092353.772295297","(47.91276188292867, 106.90274671830501)"
106,754,Алтан онгоц ХХК хүнсний дэлгүүр,99088216,3,15,,11897288.249041418,6093381.15786746,"11897288.249041418,6093381.15786746","(47.91894746340153, 106.87515873689485)"
107,1203,элбэг өгөөж,99459766,4,54,,11909200.708251193,6096003.268230644,"11909200.708251193,6096003.268230644","(47.93473105173493, 106.98217017869077)"
108,67,Баттрейд ХХК дэлгүүр,0,7,98,,11901930.386729168,6092775.818208231,"11901930.386729168,6092775.818208231","(47.915302984313044, 106.91685976925378)"
109,230,,,4,53,,11914500.988878284,6094945.315982441,"11914500.988878284,6094945.315982441","(47.92836337051743, 107.02978340966514)"
110,21,Шинэ баян салаа хүнсний дэлгүүр,0,7,108,,11901770.481968967,6096311.627891506,"11901770.481968967,6096311.627891506","(47.93658688209084, 106.91542332035286)"
111,27,Мана хүнсний дэлгүүр,0,7,108,,11901907.395916676,6095689.382737384,"11901907.395916676,6095689.382737384","(47.93284189632406, 106.91665323927123)"
112,768,,,7,103,,11902375.130593847,6094155.7783513395,"11902375.130593847,6094155.7783513395","(47.92361073212038, 106.92085497136539)"
113,121,Наран эрхэс 8 нэрийн дэлгүүр,91011076,3,30,,11897589.734809218,6097283.811413412,"11897589.734809218,6097283.811413412","(47.94243743085668, 106.87786702962644)"
114,127,,,3,24,,11898862.423606027,6093502.687354697,"11898862.423606027,6093502.687354697","(47.91967910709508, 106.88929978760746)"
115,662,,,3,10,,11900302.907876825,6091320.770142242,"11900302.907876825,6091320.770142242","(47.90654174115688, 106.90223987797737)"
116,668,,,3,10,,11899997.15984442,6091311.215567871,"11899997.15984442,6091311.215567871","(47.906484205544324, 106.8994932966714)"
117,173,Өсөх золбоо ХХК,0,9,145,,11899147.139371132,6099099.78798844,"11899147.139371132,6099099.78798844","(47.953364107976, 106.89185743284169)"
118,468,,,7,109,,11902003.077111643,6097176.185292516,"11902003.077111643,6097176.185292516","(47.941789775171955, 106.91751275806963)"
119,107,,,3,26,,11897718.332248127,6093187.264449461,"11897718.332248127,6093187.264449461","(47.91778014587884, 106.87902224007514)"
120,771,,,4,54,,11910202.849760175,6095217.9744377695,"11910202.849760175,6095217.9744377695","(47.93000454238687, 106.99117256903445)"
121,156,,0,9,145,,11899971.496664235,6098878.240049116,"11899971.496664235,6098878.240049116","(47.95203118432547, 106.8992627604014)"
122,485,21 дүгээр байрны ард талд,99012812,3,19,,11897521.030738464,6094772.2930885935,"11897521.030738464,6094772.2930885935","(47.92732189292815, 106.87724985045804)"
123,81,Оддын хотхоны 60-р байрны урд Goodprice супермаркет,89112155,8,132,,11902988.697156541,6091045.236049608,"11902988.697156541,6091045.236049608","(47.904882507843936, 106.9263667335763)"
124,130,Амарсанаагийн гудамж ,0,3,24,,11898826.094035832,6094022.757344815,"11898826.094035832,6094022.757344815","(47.92280996638488, 106.88897343352573)"
125,462,"Хангайн 9-351, Маарай хүнсний дэлгүүүр",0,7,109,,11902651.776670786,6097123.968211173,"11902651.776670786,6097123.968211173","(47.94147554844037, 106.92334012535743)"
126,436,,,7,107,,11902219.327508725,6095479.064833193,"11902219.327508725,6095479.064833193","(47.93157603556801, 106.91945536843859)"
127,797,гүн нуур,88979597,4,54,,11910450.538968433,6095540.743952751,"11910450.538968433,6095540.743952751","(47.93194727287463, 106.99339759904933)"
128,64,39-р байр,0,7,103,,11902015.795256907,6094735.114227145,"11902015.795256907,6094735.114227145","(47.927098099280016, 106.9176270071124)"
129,654,Мах импексийн салбар дэлгүүр,0,7,99,,11901126.342212325,6092163.165095057,"11901126.342212325,6092163.165095057","(47.91161421280683, 106.90963691446785)"
130,38,Угтаал дэлгүүр,0,7,99,,11901122.556817938,6092108.785621755,"11901122.556817938,6092108.785621755","(47.911286782436065, 106.90960290969151)"
131,87,ҮХД 86-р байр Буур хээр супер маркет,99767412,8,132,,11899688.767350458,6088575.961803943,"11899688.767350458,6088575.961803943","(47.890010459760695, 106.89672295976304)"
132,579,,,9,148,,11899727.237683915,6100269.122386183,"11899727.237683915,6100269.122386183","(47.960398735693914, 106.89706854464833)"
133,101,,,3,26,,11897823.433230562,6093552.728957863,"11897823.433230562,6093552.728957863","(47.91998036943654, 106.87996637826411)"
134,350,,,4,55,,11903563.376330268,6091840.061822361,"11903563.376330268,6091840.061822361","(47.90966870889036, 106.93152916442854)"
135,777,хишиг,99998093,4,54,,11909784.913818069,6094997.601576942,"11909784.913818069,6094997.601576942","(47.92867808933734, 106.98741818658867)"
136,1226,17-1 тоот /өргөтгөл/,99193356,3,19,,11897596.910415994,6094585.460264756,"11897596.910415994,6094585.460264756","(47.92619726560702, 106.87793148919883)"
137,7,Ханара супермаркет,319255,7,102,,11899521.8692785,6092690.423673389,"11899521.8692785,6092690.423673389","(47.91478884138689, 106.89522368887374)"
138,44,баян морьт мандал 8 б-42-6,89981120,7,112,,11902852.608979682,6102210.416650016,"11902852.608979682,6102210.416650016","(47.97207530096246, 106.92514423268368)"
139,585,,,9,148,,11899966.103399625,6101324.9088352425,"11899966.103399625,6101324.9088352425","(47.96674944472285, 106.89921431188108)"
140,193,Good Price,0,7,100,,11900138.378316255,6092371.388612888,"11900138.378316255,6092371.388612888","(47.91286795172576, 106.90076188378788)"
141,442,,,7,107,,11902423.55767915,6095194.814636654,"11902423.55767915,6095194.814636654","(47.92986514211708, 106.9212899992743)"
142,685,,,3,10,,11899937.443358906,6091370.931910675,"11899937.443358906,6091370.931910675","(47.90684380359697, 106.89895685435486)"
143,691,,,3,10,,11899222.18217259,6091985.143794536,"11899222.18217259,6091985.143794536","(47.910542300995765, 106.89253155379683)"
144,791,алтан бил,99171860,4,54,,11909989.744923737,6094867.660706635,"11909989.744923737,6094867.660706635","(47.92789594231288, 106.98925821571754)"
145,150,wellmart,0,3,25,,11898678.365307158,6093840.562089,"11898678.365307158,6093840.562089","(47.92171315921297, 106.88764636377702)"
146,1,Цэцэг нуур Хүнсний дэлгүүр,99083682,7,107,,11902976.427256728,6095476.792234123,"11902976.427256728,6095476.792234123","(47.931562357086484, 106.92625651119093)"
147,50,Рапид 21-3 тоод Good маркет,99191291,8,132,,11902315.856215367,6090420.303606366,"11902315.856215367,6090420.303606366","(47.90111904237684, 106.92032250056393)"
148,591,,,9,148,,11900668.36864981,6101004.828864239,"11900668.36864981,6101004.828864239","(47.96482419962216, 106.90552286795857)"
149,24,Ихэрүүд хүнсний дэлгүүр,0,7,108,,11902297.395555735,6095927.054094315,"11902297.395555735,6095927.054094315","(47.93427235466344, 106.9201566656369)"
150,688,,,3,10,,11899605.42008002,6090761.824351662,"11899605.42008002,6090761.824351662","(47.90317578104366, 106.89597423849379)"
151,47,уянга дөлгөөн баатар 5-25-1,95968881,7,112,,11902361.47872331,6101922.5835757395,"11902361.47872331,6101922.5835757395","(47.97034419910324, 106.92073233452578)"
152,70,8-н нэрийн Дина хүнсний  дэлгүүр ,0,7,98,,11902957.453609347,6093206.373586071,"11902957.453609347,6093206.373586071","(47.91789519185141, 106.92608606801655)"
153,141,super ,0,3,25,,11898222.650108345,6093328.520871851,"11898222.650108345,6093328.520871851","(47.91863056980627, 106.88355260449401)"
154,93,,,9,134,,11901181.676221337,6093224.8856651895,"11901181.676221337,6093224.8856651895","(47.918006643013655, 106.91013398832813)"
155,216,,,4,53,,11915338.29706553,6092553.075867602,"11915338.29706553,6092553.075867602","(47.91396188778826, 107.03730507708636)"
156,187,МД-117,0,7,100,,11900489.958807003,6092223.889057905,"11900489.958807003,6092223.889057905","(47.91197984224974, 106.90392018507224)"
157,525,Очир баясах хүнсний дэлгүүр,0,3,22,,11898606.83434662,6094221.712848583,"11898606.83434662,6094221.712848583","(47.924007642926675, 106.88700379022563)"
158,780,гурван булаг,99095273,4,54,,11910384.912480887,6094301.174554555,"11910384.912480887,6094301.174554555","(47.924485980432515, 106.9928080662813)"
159,164,Тэнцвэр трейд ХХК,96657970,9,145,,11900224.586957984,6097780.950674353,"11900224.586957984,6097780.950674353","(47.9454289326624, 106.90153630919275)"
160,233,,,4,53,,11915804.001222331,6092618.763936794,"11915804.001222331,6092618.763936794","(47.91435738891303, 107.04148856870567)"
161,456,,,7,113,,11906523.479361644,6104088.169503495,"11906523.479361644,6104088.169503495","(47.98336716364732, 106.95812022238508)"
162,18,Доржзандан ХХК мини маркет,0,7,108,,11903397.75459767,6095214.03994205,"11903397.75459767,6095214.03994205","(47.929980860441226, 106.9300413590908)"
