,OBJECTID,Ner,Holboo_barih_utas,Duureg,Horoo,Bairshil,x,y,xy,lat_lon
163,30,РМ супермаркет,0,7,108,,11902367.319673462,6095930.637039772,"11902367.319673462,6095930.637039772","(47.93429391881958, 106.92078480467373)"
164,705,Өндөгний дэлгүүр,94904264,3,15,,11897349.04539536,6093325.724293124,"11897349.04539536,6093325.724293124","(47.91861373334483, 106.87570487983449)"
165,671,,,3,10,,11899927.88876075,6091418.70514918,"11899927.88876075,6091418.70514918","(47.9071314812294, 106.89887102393928)"
166,170,Мон агро ХХК,91196751,9,145,,11900375.506221794,6097903.070798382,"11900375.506221794,6097903.070798382","(47.946163755744, 106.90289204000624)"
167,176,Мандлын шил ХХК,99989614,9,145,,11898630.456872359,6099024.246675223,"11898630.456872359,6099024.246675223","(47.952909624185914, 106.88721599498484)"
168,465,,,7,109,,11902186.40648476,6097256.309737604,"11902186.40648476,6097256.309737604","(47.94227193633303, 106.91915963384862)"
169,224,,,4,53,,11914627.587595502,6093564.672141065,"11914627.587595502,6093564.672141065","(47.920052269977944, 107.03092066529142)"
170,665,,,3,10,,11900083.15143472,6091323.158855053,"11900083.15143472,6091323.158855053","(47.90655612546684, 106.90026577227009)"
171,1206,Тулга мянган ,85155864,4,54,,11910262.935856877,6095081.459524122,"11910262.935856877,6095081.459524122","(47.92918284529051, 106.99171233162474)"
172,439,,,7,107,,11902399.671136593,6095410.988091211,"11902399.671136593,6095410.988091211","(47.93116628884408, 106.92107542281168)"
173,84,ТГГ 61-р байр ОД супермаркет,91199815,8,132,,11900394.28894145,6089054.887608533,"11900394.28894145,6089054.887608533","(47.89289528802968, 106.9030607680477)"
174,582,,,9,148,,11899818.006678544,6101477.782884541,"11899818.006678544,6101477.782884541","(47.96766893964939, 106.89788393640033)"
175,153,mini market,0,3,25,,11898075.39274939,6093328.7923042355,"11898075.39274939,6093328.7923042355","(47.91863220393157, 106.88222976913154)"
176,227,,,4,53,,11915315.007743796,6093496.595536266,"11915315.007743796,6093496.595536266","(47.919642432780854, 107.03709586554966)"
177,488,,,3,19,,11897701.971507946,6094513.482064167,"11897701.971507946,6094513.482064167","(47.92576399125858, 106.8788752690455)"
178,1223,13 дугаар байрны зүүн талд,99187853,3,19,,11898044.465209952,6094810.774895721,"11898044.465209952,6094810.774895721","(47.92755352847996, 106.88195194231777)"
179,794,Алтай ах дүү,96273030,4,54,,11910136.176442213,6096203.94188491,"11910136.176442213,6096203.94188491","(47.93593879269612, 106.99057363242878)"
180,110,13 дугаар байрны баруун талд,99944606,3,19,,11898020.61684792,6094747.057467222,"11898020.61684792,6094747.057467222","(47.92716999027099, 106.88173770883662)"
181,774,Хүслэн,88709119,4,54,,11910159.881341446,6095896.588212088,"11910159.881341446,6095896.588212088","(47.93408899369663, 106.99078657716166)"
182,10,Билгүүн дэлгүүр,319595,7,102,,11899886.120818267,6092604.432108122,"11899886.120818267,6092604.432108122","(47.91427109870092, 106.8984958161281)"
183,133,Ж.Х.Д гудамж ,0,3,24,,11898839.536371924,6093108.679249132,"11898839.536371924,6093108.679249132","(47.91730702339421, 106.88909418808538)"
184,459,,,7,109,,11902641.5937748,6096762.045398975,"11902641.5937748,6096762.045398975","(47.9392975530267, 106.92324865084643)"
185,674,,,3,10,,11898586.371852854,6092330.137569706,"11898586.371852854,6092330.137569706","(47.91261957663133, 106.88681997251662)"
186,800,арвин -1,88061366,4,54,,11910709.285261327,6095681.899242884,"11910709.285261327,6095681.899242884","(47.932796855222, 106.99572195654551)"
187,196,Баялаг,0,7,100,,11900023.179263271,6092268.228476202,"11900023.179263271,6092268.228476202","(47.912246815895095, 106.89972703308776)"
188,433,Ж.Х.Д гудамж ,0,3,24,,11898727.398095954,6093153.823182636,"11898727.398095954,6093153.823182636","(47.917578813138995, 106.888086832813)"
189,445,,,7,107,,11901967.32425178,6095149.538711608,"11901967.32425178,6095149.538711608","(47.9295926224494, 106.91719158466499)"
190,682,,,3,10,,11899014.227436556,6092239.805961266,"11899014.227436556,6092239.805961266","(47.91207568024002, 106.89066346461897)"
191,41,Өнө наран мини маркет,0,7,99,,11900999.541072331,6092043.694842319,"11900999.541072331,6092043.694842319","(47.91089485428965, 106.90849784044684)"
192,90,Хос жүрж ,0,7,98,,11901418.222825596,6091880.668934689,"11901418.222825596,6091880.668934689","(47.909913220788184, 106.91225892262824)"
193,588,,,9,148,,11900314.847331513,6100785.072383654,"11900314.847331513,6100785.072383654","(47.963502347508445, 106.90234713192366)"
194,104,,,3,26,,11897498.575913249,6093676.939127185,"11897498.575913249,6093676.939127185","(47.9207281365881, 106.87704813533111)"
195,4,Топаз минимаркет,88021717,7,102,,11899560.08774276,6092010.850730103,"11899560.08774276,6092010.850730103","(47.91069709040551, 106.89556701117957)"
196,147,мини маркет,0,3,25,,11898048.875249373,6093824.167235134,"11898048.875249373,6093824.167235134","(47.921614461796274, 106.88199155837593)"
197,788,Аргуй дэлгүүр,98119902,4,54,,11910487.045287987,6095145.306422487,"11910487.045287987,6095145.306422487","(47.929567147865576, 106.99372554089757)"
198,119,Хасбаатар гудамж,99001833,3,21,,11897995.671312856,6094337.999956007,"11897995.671312856,6094337.999956007","(47.924707657670346, 106.88151361928244)"
199,451,,,7,107,,11903060.134775126,6095554.307545876,"11903060.134775126,6095554.307545876","(47.93202890973599, 106.92700846862266)"
200,783,дөл,99213567,4,54,,11910871.14465079,6094862.516976231,"11910871.14465079,6094862.516976231","(47.927864980652814, 106.99717596417985)"
201,96,,,9,134,,11901048.508530462,6093067.234342194,"11901048.508530462,6093067.234342194","(47.917057502438624, 106.90893772260748)"
202,165,Хустайн гол ХХК,99726727,9,145,,11900422.08507029,6097962.1900388645,"11900422.08507029,6097962.1900388645","(47.94651948519092, 106.90331046492146)"
203,142,mini market,0,3,25,,11898118.946242504,6093320.5949483635,"11898118.946242504,6093320.5949483635","(47.918582852735575, 106.88262101681696)"
204,211,,,4,53,,11914979.998546794,6091406.520439108,"11914979.998546794,6091406.520439108","(47.90705810832444, 107.03408642672977)"
205,188,Хөрн,0,7,100,,11900565.01842278,6092010.402800128,"11900565.01842278,6092010.402800128","(47.91069439328456, 106.90459445707297)"
206,234,,,4,53,,11915852.968812838,6092652.205119675,"11915852.968812838,6092652.205119675","(47.914558733682775, 107.04192845205547)"
207,125,Амарсанаагийн гудамж ,0,3,24,,11898812.956342353,6093475.157637364,"11898812.956342353,6093475.157637364","(47.91951337090736, 106.88885541561723)"
208,457,,,7,109,,11901904.544896038,6096832.696280619,"11901904.544896038,6096832.696280619","(47.93972272629474, 106.91662762811707)"
209,706,Чоко март ,94491038,3,15,,11897305.452406637,6093969.467299471,"11897305.452406637,6093969.467299471","(47.9224891651364, 106.875313277354)"
210,65,73-р хотхон,0,7,103,,11901860.532435725,6094828.271822516,"11901860.532435725,6094828.271822516","(47.92765884830235, 106.91623225745916)"
211,219,,,4,53,,11914995.865461634,6093261.312809069,"11914995.865461634,6093261.312809069","(47.91822595033837, 107.0342289616509)"
212,79,Цэцэг трейд хүнсний дэлгүүр,0,7,98,,11901557.294294827,6092391.841485143,"11901557.294294827,6092391.841485143","(47.91299109929849, 106.9135082228922)"
213,660,,,3,10,,11900474.891271483,6091263.442380153,"11900474.891271483,6091263.442380153","(47.90619652462007, 106.90378483109774)"
214,19,Арвидах хүнсний дэлгүүр,0,7,108,,11903041.247537507,6096327.154147482,"11903041.247537507,6096327.154147482","(47.93668032347658, 106.92683880168036)"
215,620,38-р байрны зүүн булан,0,3,10,,11898836.272435786,6092448.477579499,"11898836.272435786,6092448.477579499","(47.913332105988566, 106.8890648676482)"
216,1201,тулга ,99875169,4,54,,11909399.705609493,6095193.30901333,"11909399.705609493,6095193.30901333","(47.92985607966451, 106.98395780237536)"
217,73,Цагаан сүлд хүнсний дэлгүүр,0,7,98,,11903048.481349653,6092795.524572336,"11903048.481349653,6092795.524572336","(47.91542163155168, 106.92690378412051)"
218,171,Жаран богд ХХК,91115963,9,145,,11899767.592961473,6098186.12654209,"11899767.592961473,6098186.12654209","(47.94786692293354, 106.8974310622746)"
219,666,Ган дарам ХХК,0,9,145,,11899265.73739205,6099002.066883288,"11899265.73739205,6099002.066883288","(47.95277618179769, 106.89292281699025)"
220,25,Рапид 23-1 тоот Тараг шим хүнсний дэлгүүр,88705712,8,132,,11901981.14478011,6090251.604743396,"11901981.14478011,6090251.604743396","(47.900103057911025, 106.91731573658332)"
221,36,есөнэрдэнэ дэлгүүр 23-58,95775419,7,112,,11904253.556390371,6103568.965517286,"11904253.556390371,6103568.965517286","(47.98024517863234, 106.93772915739639)"
222,795,тайгам дэлгэрэх,96656509,4,54,,11910675.106951255,6096005.363999056,"11910675.106951255,6096005.363999056","(47.93474366512265, 106.99541492756228)"
223,440,,,7,107,,11902388.92223926,6095501.756981513,"11902388.92223926,6095501.756981513","(47.93171261649195, 106.92097886382405)"
224,583,,,9,148,,11899894.443772092,6101635.43433734,"11899894.443772092,6101635.43433734","(47.968617152185516, 106.8985705824944)"
225,105,,,3,26,,11897493.798514977,6093201.596262309,"11897493.798514977,6093201.596262309","(47.91786643014377, 106.87700521923226)"
226,179,Таван арвижих ХХК,0,9,145,,11899511.68007891,6098973.786275897,"11899511.68007891,6098973.786275897","(47.95260603399432, 106.89513215773651)"
227,228,,,4,53,,11914678.43062856,6094426.977493215,"11914678.43062856,6094426.977493215","(47.92524327030485, 107.03137739602829)"
228,769,,,7,103,,11901739.747671258,6094571.404653888,"11901739.747671258,6094571.404653888","(47.926112657836, 106.91514722945907)"
229,1224,13 дугаар байрны баруун талд,99277285,3,19,,11897981.484238712,6094688.43585864,"11897981.484238712,6094688.43585864","(47.92681712313004, 106.88138617462704)"
230,460,,,7,109,,11902534.293944754,6096633.80146362,"11902534.293944754,6096633.80146362","(47.93852577887429, 106.9222847600733)"
231,483,Булган Уул 8 нэрийн хүнсний дэлгүүр,88123162,3,30,,11897377.822886733,6096673.390788338,"11897377.822886733,6096673.390788338","(47.93876402932331, 106.87596339243788)"
232,85,Рапид 5а 2-р орц Фреско супер маркет ,77111424,8,132,,11902172.373525795,6090587.808284777,"11902172.373525795,6090587.808284777","(47.90212781516999, 106.91903357363343)"
233,577,,,9,148,,11900157.19603955,6099858.273412239,"11900157.19603955,6099858.273412239","(47.95792720833296, 106.90093092627235)"
234,13,Ундраа шоп,0,7,108,,11901646.271831714,6096797.71959748,"11901646.271831714,6096797.71959748","(47.93951223890304, 106.91430752170548)"
235,62,море даатгалын байр,0,7,103,,11902135.228130808,6094570.296916034,"11902135.228130808,6094570.296916034","(47.92610598980041, 106.91869989087292)"
236,677,,,3,10,,11900343.51506078,6091277.774301499,"11900343.51506078,6091277.774301499","(47.906282828854664, 106.90260465851729)"
237,775,ханхөхий,96062274,4,54,,11909969.187153066,6096314.479304902,"11909969.187153066,6096314.479304902","(47.93660404271322, 106.98907354212152)"
238,42,тэгш 2  дэлгүүр 15-128,91454097,7,112,,11903156.90145321,6102597.379181567,"11903156.90145321,6102597.379181567","(47.97440250132928, 106.92787773848181)"
239,789,Бумбат ,99756468,4,54,,11910216.208927646,6095109.234231733,"11910216.208927646,6095109.234231733","(47.92935002512752, 106.99129257647769)"
240,5,Тулуга минимаркет,94383829,7,102,,11899634.136144606,6092297.489523269,"11899634.136144606,6092297.489523269","(47.91242299986984, 106.89623219929098)"
241,242,74а 1 давхарт хий морь 13,0,4,55,,11904150.985973597,6091842.45043416,"11904150.985973597,6091842.45043416","(47.90968309172304, 106.93680775166551)"
242,683,,,3,10,,11900656.429120572,6091194.171391636,"11900656.429120572,6091194.171391636","(47.90577938524476, 106.90541561334256)"
243,448,,,7,107,,11902709.00217703,6095587.748717859,"11902709.00217703,6095587.748717859","(47.9322301856684, 106.92385419082643)"
244,348,,0,4,55,,11903802.242053865,6091766.01338589,"11903802.242053865,6091766.01338589","(47.909222830238534, 106.93367493173213)"
245,99,,,3,26,,11897792.380608102,6093693.659733712,"11897792.380608102,6093693.659733712","(47.920828796766386, 106.87968742781044)"
246,148,apu,0,3,25,,11898037.433320995,6093964.935059896,"11898037.433320995,6093964.935059896","(47.922461881372676, 106.88188877378451)"
247,689,,,3,10,,11900151.317539737,6090882.999646163,"11900151.317539737,6090882.999646163","(47.90390551476984, 106.90087811881006)"
248,594,,,9,148,,11899641.246129446,6100517.542732864,"11899641.246129446,6100517.542732864","(47.96189309044917, 106.8962960693715)"
249,168,Алдармөрөн ХХК,88875772,9,145,,11901415.16922504,6097509.539533929,"11901415.16922504,6097509.539533929","(47.94379575597972, 106.91223149166774)"
250,191,Апу гэрээт,0,7,100,,11900434.625492308,6091829.312768174,"11900434.625492308,6091829.312768174","(47.909603984280764, 106.90342311744914)"
251,523,28 хүнсний дэлгүүр,0,3,22,,11898666.550660849,6094494.019708738,"11898666.550660849,6094494.019708738","(47.925646836562194, 106.88754023100346)"
252,116,Хасбаатар гудамж,96162871,3,21,,11897518.345654503,6094177.362800808,"11897518.345654503,6094177.362800808","(47.92374066597454, 106.87722572993843)"
253,454,,,7,107,,11902032.415028905,6095164.956419192,"11902032.415028905,6095164.956419192","(47.92968542311206, 106.91777630506445)"
254,139,Супер маркет,0,3,25,,11898574.97708974,6093124.887905205,"11898574.97708974,6093124.887905205","(47.91740460802126, 106.88671761161798)"
255,162,Үйлсийн эзэд ХХК,86271066,9,145,,11900268.613764841,6097751.988184147,"11900268.613764841,6097751.988184147","(47.94525465758994, 106.90193180872787)"
256,185,Энотека,0,7,100,,11900681.947160933,6092282.859141987,"11900681.947160933,6092282.859141987","(47.912334908813946, 106.90564484579933)"
257,1204,таван тэс,94962660,4,54,,11909552.077796334,6096497.859210458,"11909552.077796334,6096497.859210458","(47.9377076635372, 106.98532658501851)"
258,231,,,4,53,,11914374.389978718,6093078.580412325,"11914374.389978718,6093078.580412325","(47.91712581209182, 107.02864615240081)"
259,657,,,3,10,,11898778.944728235,6092538.985314298,"11898778.944728235,6092538.985314298","(47.9138770496188, 106.88854988408923)"
260,669,Чандман хүнсний дэлгүүр,0,9,145,,11899258.9038904,6098914.883978575,"11899258.9038904,6098914.883978575","(47.95225165167048, 106.89286143060048)"
261,122,Долоон бурхан 8 нэрийн дэлгүүр,96065275,3,30,,11897823.090845872,6097160.198408634,"11897823.090845872,6097160.198408634","(47.94169357110332, 106.87996330257012)"
262,128,,,3,24,,11898901.336753907,6093483.518043496,"11898901.336753907,6093483.518043496","(47.919563702822074, 106.88964935036239)"
263,22,Шинэ бүс хүнсний дэлгүүр,0,7,108,,11901793.771393137,6096127.104076019,"11901793.771393137,6096127.104076019","(47.935476352817325, 106.91563253280975)"
264,76,хүнсний дэлгүүр ,0,7,98,,11902581.856040146,6093155.172015555,"11902581.856040146,6093155.172015555","(47.917586933786346, 106.92271201764565)"
265,663,,,3,10,,11900257.523389615,6091268.219789485,"11900257.523389615,6091268.219789485","(47.90622529332979, 106.90183218219215)"
266,222,,,4,53,,11914779.35137548,6093401.0491939485,"11914779.35137548,6093401.0491939485","(47.919067215816995, 107.03228398252271)"
267,463,Хангайн 13-482 Хөөрхөн янзага хүнсний дэлгүүр,99051204,7,109,,11902754.341162967,6097550.668249826,"11902754.341162967,6097550.668249826","(47.944043245305444, 106.92426147786678)"
268,108,,,3,26,,11897625.174730152,6093409.409473165,"11897625.174730152,6093409.409473165","(47.91911754740172, 106.87818539185287)"
269,225,,,4,53,,11915063.004310872,6093301.322745777,"11915063.004310872,6093301.322745777","(47.918466826570295, 107.03483208019519)"
270,772,хайрхан хар уул,99143156,4,54,,11910167.299848365,6095478.611242475,"11910167.299848365,6095478.611242475","(47.93157330546409, 106.99085321874317)"
271,1221,20-109 тоотод /20-р байрны урд өргөтгөл/,94953399,3,19,,11897506.158435958,6094649.611698942,"11897506.158435958,6094649.611698942","(47.926583423505505, 106.87711625029152)"
272,82,ТГГ 24/1 - 35 тоот Good маркет супермаркет,99809726,8,132,,11900767.843156949,6088943.217764142,"11900767.843156949,6088943.217764142","(47.89222265473217, 106.90641646265998)"
273,437,,,7,107,,11902193.052228738,6095465.927176739,"11902193.052228738,6095465.927176739","(47.931496961653416, 106.91921933358252)"
274,33,,,7,112,,11903485.733742597,6103187.377484367,"11903485.733742597,6103187.377484367","(47.97795056100237, 106.93083168919651)"
275,39,Рапид 2-2 тоот Хайпу маркет дэлгүүр,99106202,8,132,,11902003.376091344,6090401.492963425,"11902003.376091344,6090401.492963425","(47.901005756762096, 106.91751544385)"
276,16,Мөнгөн тэнгэр хүнсний дэлгүүр,0,7,108,,11902964.81055058,6096161.142504934,"11902964.81055058,6096161.142504934","(47.9356812098581, 106.9261521565441)"
277,182,ГБ  ХХК -ны Хөтөл нуур дэлгүүр,99050048,9,145,,11899799.242753388,6098277.492775026,"11899799.242753388,6098277.492775026","(47.948416668282746, 106.89771537719275)"
278,680,,,3,10,,11899359.985534973,6091830.151332878,"11899359.985534973,6091830.151332878","(47.90960903363707, 106.89376946246314)"
279,88,ҮХД 88-р байр Цэлмэг хүнсний дэлгүүр,99097960,8,132,,11899614.285014823,6088572.975978232,"11899614.285014823,6088572.975978232","(47.889992474018975, 106.89605387355807)"
280,159,Олон нуур ХХК,96655709,9,145,,11900314.460123612,6097756.168312138,"11900314.460123612,6097756.168312138","(47.945279810577624, 106.90234365357591)"
281,580,,,9,148,,11899617.359520195,6100326.4501052555,"11899617.359520195,6100326.4501052555","(47.96074359030775, 106.89608149230973)"
282,102,,,3,26,,11897782.826067625,6093297.142554468,"11897782.826067625,6093297.142554468","(47.918441660156276, 106.87960159791301)"
283,586,,,9,148,,11899794.120138235,6101339.240826324,"11899794.120138235,6101339.240826324","(47.96683564836207, 106.89766935995789)"
284,45,Марс-2 супермаркет,0,7,99,,11901284.388452558,6092622.3469138965,"11901284.388452558,6092622.3469138965","(47.91437896156359, 106.91105666799984)"
285,786,очирням,98909929,4,54,,11910903.312506264,6094795.606322223,"11910903.312506264,6094795.606322223","(47.92746222361703, 106.99746493294212)"
286,792,хөх хой,99928831,4,54,,11909854.617376855,6095085.496190958,"11909854.617376855,6095085.496190958","(47.92920714258449, 106.98804434431082)"
287,145,mini market,0,3,25,,11898164.12808577,6093665.918724375,"11898164.12808577,6093665.918724375","(47.9206617922542, 106.88302689222067)"
288,686,,,3,10,,11899341.46830535,6091347.249777026,"11899341.46830535,6091347.249777026","(47.906701195545445, 106.89360311935923)"
289,2,Ундрах минимаркет,99184625,7,102,,11899631.747491952,6092232.995829369,"11899631.747491952,6092232.995829369","(47.91203467546704, 106.8962107416591)"
290,494,Хасбаатар гудамж,89895679,3,21,,11897884.008877391,6094183.241531003,"11897884.008877391,6094183.241531003","(47.923776054639525, 106.88051053855804)"
291,345,,,4,55,,11903699.529835697,6092028.765697165,"11903699.529835697,6092028.765697165","(47.91080496168925, 106.93275225217768)"
292,48,Мишээл хүнсний дэлгүүр,0,7,108,,11902442.753628582,6096460.023266476,"11902442.753628582,6096460.023266476","(47.93747996038813, 106.92146243942197)"
293,71,Мон аялагч 8-н нэрийн хүнсний дэлгүүр ,0,7,98,,11903269.850177161,6093134.713927986,"11903269.850177161,6093134.713927986","(47.917463765752245, 106.92889237413229)"
294,94,,,9,134,,11901341.119084809,6093100.675623998,"11901341.119084809,6093100.675623998","(47.91725883729722, 106.91156628794013)"
295,263,намсрайн тахил,0,4,40,,11913028.213701671,6093132.325336982,"11913028.213701671,6093132.325336982","(47.91744938520724, 107.01655324515292)"
296,117,Хасбаатар гудамж,5118002,3,21,,11897407.27320435,6094108.091764726,"11897407.27320435,6094108.091764726","(47.92332366772357, 106.87622794914226)"
297,449,,,7,107,,11902978.920520734,6095461.149920826,"11902978.920520734,6095461.149920826","(47.931468207916296, 106.92627890856258)"
298,781,халхас,80611118,4,54,,11910622.42507667,6094497.625399856,"11910622.42507667,6094497.625399856","(47.92566854123407, 106.99494167823092)"
299,140,мини маркет,0,3,25,,11898565.422433773,6093067.560075239,"11898565.422433773,6093067.560075239","(47.91705946353398, 106.88663178068308)"
300,163,Үйлсийн эзэд ХХК,96655709,9,145,,11900285.796297865,6097729.295944769,"11900285.796297865,6097729.295944769","(47.9451181118881, 106.9020861620482)"
301,526,Ачтан супермаркет,0,3,22,,11898377.523191812,6094236.044777501,"11898377.523191812,6094236.044777501","(47.92409391750422, 106.88494385307379)"
302,186,Меркури,0,7,100,,11900481.3676034,6092203.137598109,"11900481.3676034,6092203.137598109","(47.91185489442546, 106.90384300897719)"
303,455,,,7,107,,11902418.780364292,6095182.871301997,"11902418.780364292,6095182.871301997","(47.92979325430307, 106.92124708392477)"
304,77,8-н нэрийн хүнсний дэлгүүр,0,7,98,,11902199.731834866,6092929.289448745,"11902199.731834866,6092929.289448745","(47.91622699023762, 106.9192793375053)"
305,17,Монгол баялаг тулга хүнсний дэлгүүр,0,7,108,,11903000.640362026,6096135.46443171,"11903000.640362026,6096135.46443171","(47.935526668896564, 106.92647402121659)"
306,672,,,3,10,,11898673.271833163,6092550.343188853,"11898673.271833163,6092550.343188853","(47.9139454345444, 106.88760060832163)"
307,31,Аз хоёр хүнсний дэлгүүр,0,7,108,,11902516.340229152,6095998.116620112,"11902516.340229152,6095998.116620112","(47.93470004674024, 106.92212347910197)"
308,658,,,3,10,,11898880.462633802,6092324.006218701,"11898880.462633802,6092324.006218701","(47.912582659284155, 106.88946183495105)"
309,217,,,4,53,,11915355.017760135,6092666.537087556,"11915355.017760135,6092666.537087556","(47.914645024253375, 107.03745528164161)"
310,223,,,4,53,,11914656.932616638,6093543.7714262325,"11914656.932616638,6093543.7714262325","(47.91992644309664, 107.0311842761014)"
311,466,,,7,109,,11901705.390616698,6097677.509572385,"11901705.390616698,6097677.509572385","(47.94480649710649, 106.91483859478679)"
312,123,Есөн чандмань 8 нэрийн дэлгүүр,98088081,3,30,,11897671.219758559,6097238.426816872,"11897671.219758559,6097238.426816872","(47.942164323499284, 106.87859902138062)"
313,664,,,3,10,,11900176.309079884,6091332.713417257,"11900176.309079884,6091332.713417257","(47.9066136609262, 106.90110262163493)"
314,1205,тамир,88875524,4,54,,11909543.345934674,6096064.472969908,"11909543.345934674,6096064.472969908","(47.935099411352894, 106.98524814537063)"
315,226,,,4,53,,11915303.661597263,6093302.517045488,"11915303.661597263,6093302.517045488","(47.91847401672727, 107.0369939413812)"
316,1222,13 дугаар байрны баруун талд,95958141,3,19,,11897995.816124374,6094729.819301502,"11897995.816124374,6094729.819301502","(47.927066227038424, 106.88151492014644)"
317,83,ТГГ 55а-р байр 1 тоот Full март,99850747,8,132,,11900535.5462504,6089066.233728172,"11900535.5462504,6089066.233728172","(47.892963629875304, 106.90432970404392)"
318,581,,,9,148,,11899751.124251487,6100243.59365506,"11899751.124251487,6100243.59365506","(47.96024516699583, 106.89728312133568)"
319,177,ФЭБ ХХК-ны Зөгийн бал дэлгүүр,80300099,9,145,,11898414.092107786,6099340.445116603,"11898414.092107786,6099340.445116603","(47.95481196141895, 106.88527235723524)"
320,154,Ямагт арвижих,0,9,145,,11900298.7425772,6098295.407647085,"11900298.7425772,6098295.407647085","(47.948524460348075, 106.90220246045422)"
321,134,Ж.Х.Д гудамж ,0,3,24,,11898954.191920849,6093364.265565816,"11898954.191920849,6093364.265565816","(47.91884576589763, 106.89012415640548)"
322,34,зэлмэ худалдааны төв ,88720000,7,112,,11904282.817407427,6103556.425020591,"11904282.817407427,6103556.425020591","(47.980169770013994, 106.9379920135849)"
323,40,урбанек дэлгүүр,0,7,99,,11900932.658622405,6091664.495462253,"11900932.658622405,6091664.495462253","(47.90861153931338, 106.90789702517677)"
324,11,клиент дэлгүүр,99111235,7,102,,11899733.246651033,6092783.581356614,"11899733.246651033,6092783.581356614","(47.91534972437904, 106.89712252411837)"
325,183,Хишиг,0,7,100,,11900281.751461493,6092323.764834402,"11900281.751461493,6092323.764834402","(47.912581205889744, 106.90204982666486)"
326,675,,,3,10,,11899882.504224487,6091244.333115382,"11899882.504224487,6091244.333115382","(47.906081451864786, 106.8984633277134)"
327,111,Гучу 8 нэрийн дэлгүүр,99265467,3,30,,11897797.711381368,6095888.238499206,"11897797.711381368,6095888.238499206","(47.93403874027304, 106.87973531496145)"
328,160,Цом трейд ХХК,99119237,9,145,,11900303.412702717,6097780.652107416,"11900303.412702717,6097780.652107416","(47.94542713610802, 106.90224441290552)"
329,446,,,7,107,,11902663.617682293,6095480.259109034,"11902663.617682293,6095480.259109034","(47.93158322375924, 106.92344649497359)"
330,91,,,9,134,,11901735.844590658,6093141.282800193,"11901735.844590658,6093141.282800193","(47.917503313717184, 106.9151121674895)"
331,103,,,3,26,,11897541.571740158,6093447.627976749,"11897541.571740158,6093447.627976749","(47.91934763453013, 106.87743437341577)"
332,681,,,3,10,,11899308.73913713,6091985.32572874,"11899308.73913713,6091985.32572874","(47.910543396479504, 106.89330910823874)"
333,495,,,3,21,,11897919.83878492,6094195.184825629,"11897919.83878492,6094195.184825629","(47.92384795057629, 106.88083240409367)"
334,97,,,9,134,,11900903.994700128,6093426.727199541,"11900903.994700128,6093426.727199541","(47.91922180555954, 106.90763953278193)"
335,346,,,4,55,,11904662.158555204,6091844.839103875,"11904662.158555204,6091844.839103875","(47.90969747490045, 106.94139969309434)"
336,589,,,9,148,,11900228.85564634,6100780.295010758,"11900228.85564634,6100780.295010758","(47.96347361086775, 106.9015746554727)"
337,197,Улаанбаатар их дэлгүүр зөгий зах,0,7,101,,11900250.80657754,6092734.613797783,"11900250.80657754,6092734.613797783","(47.9150549016725, 106.90177184404266)"
338,787,,,4,54,,11910473.536408432,6094387.606373128,"11910473.536408432,6094387.606373128","(47.9250062710672, 106.99360418856782)"
339,143,mini market,0,3,25,,11897999.214849139,6093327.163736164,"11897999.214849139,6093327.163736164","(47.918622399336925, 106.88154545141046)"
340,214,,,4,53,,11915328.485920278,6092343.1726448415,"11915328.485920278,6092343.1726448415","(47.912698061757574, 107.03721694206901)"
341,120,,,3,21,,11898017.57506548,6094349.346149575,"11898017.57506548,6094349.346149575","(47.92477595796579, 106.88171038404005)"
342,452,,,7,107,,11903060.134775965,6095525.643644564,"11903060.134775965,6095525.643644564","(47.931856386646274, 106.92700846863019)"
343,784,ганга,99992876,4,54,,11910686.829810083,6094464.375720467,"11910686.829810083,6094464.375720467","(47.92546839246884, 106.99552023579487)"
344,166,Хишигундрах ХХК,89424224,9,145,,11901225.868102312,6097630.166625415,"11901225.868102312,6097630.166625415","(47.944521618160046, 106.91053097074926)"
345,220,,,4,53,,11914954.959580397,6093287.289406508,"11914954.959580397,6093287.289406508","(47.91838234023883, 107.03386149786766)"
346,20,Баян хөхий хүнсний дэлгүүр,0,7,108,,11901754.358531129,6096367.761378385,"11901754.358531129,6096367.761378385","(47.936924708442085, 106.91527848104643)"
347,767,,,7,103,,11902336.911988769,6094356.425561676,"11902336.911988769,6094356.425561676","(47.92481857361631, 106.92051164779458)"
348,68,UB mart супермаркет,0,7,98,,11902043.98329423,6092527.995016004,"11902043.98329423,6092527.995016004","(47.91381087775673, 106.91788022455995)"
349,80,Амила хүнсний дэлгүүр,0,7,98,,11901502.95240336,6092483.207627431,"11901502.95240336,6092483.207627431","(47.91354121496532, 106.91302006137548)"
350,28,Рапид 8-р байрны 1 тоот Цэлмүүн түшээ ХХХК,99901984,8,132,,11902123.404179316,6090365.066011354,"11902123.404179316,6090365.066011354","(47.90078637760899, 106.91859367450948)"
351,661,,,3,10,,11900398.45413107,6091294.494934448,"11900398.45413107,6091294.494934448","(47.90638351729599, 106.90309818458267)"
352,1202,бүргэд,88066603,4,54,,11909565.49276419,6096273.483850711,"11909565.49276419,6096273.483850711","(47.936357319782424, 106.9854470937251)"
353,174,Зимяг ХХК,88751373,9,145,,11899430.792312844,6099180.405131667,"11899430.792312844,6099180.405131667","(47.953849125381204, 106.89440553057094)"
