,OBJECTID,Ner,Holboo_barih_utas,Duureg,Horoo,Bairshil,x,y,xy,lat_lon
58,398,,,3,8,,11898389.501052953,6091854.388731708,"11898389.501052953,6091854.388731708","(47.90975497715593, 106.88505145203113)"
59,55,,,3,26,,11897789.99206918,6093925.359488861,"11897789.99206918,6093925.359488861","(47.922223638604954, 106.87966597120024)"
60,304,,,3,21,,11897635.588462835,6094381.500030812,"11897635.588462835,6094381.500030812","(47.924969513100976, 106.87827894000522)"
61,241,Батмөнх гудамж ,0,7,105,,11902543.818067724,6094622.937470322,"11902543.818067724,6094622.937470322","(47.926422859026545, 106.92237031672562)"
62,49,,,9,134,,11901830.196518756,6093152.031747958,"11901830.196518756,6093152.031747958","(47.91756802780621, 106.91595974528045)"
63,298,6б байрны аркны хойд талд,0,3,19,,11897982.041595137,6094461.767675721,"11897982.041595137,6094461.767675721","(47.92545269312877, 106.88139118144498)"
64,149,,,4,55,,11904497.580144428,6092296.295258053,"11904497.580144428,6092296.295258053","(47.912415809079654, 106.93992126007596)"
65,213,Дарь эхийн шинэ буудал,0,4,51,,11903712.657413347,6098702.076502079,"11903712.657413347,6098702.076502079","(47.95097128733257, 106.93287017921413)"
66,144,,0,4,34,,11905965.822359605,6093686.493676403,"11905965.822359605,6093686.493676403","(47.920785656213816, 106.9531107043028)"
67,353,Модны 2-ын автобусны буудал хүнсний түц-5,0,3,23,,11899048.238399245,6093446.033670735,"11899048.238399245,6093446.033670735","(47.91933803633878, 106.89096899029508)"
68,330,,,7,102,,11899555.999384198,6091954.467072564,"11899555.999384198,6091954.467072564","(47.91035758635913, 106.89553028482972)"
69,336,Чонон бөртэ төвийн баруун хойно,0,7,99,,11901193.5542285,6092646.025669066,"11901193.5542285,6092646.025669066","(47.914521528118264, 106.91024069028191)"
70,236,Батмөнх гудамж ,0,7,105,,11902612.644271476,6094525.662610248,"11902612.644271476,6094525.662610248","(47.92583731257651, 106.92298859303338)"
71,307,,,3,21,,11897796.822853252,6094075.751841943,"11897796.822853252,6094075.751841943","(47.923128986486894, 106.8797273331776)"
72,259,,,7,107,,11902419.974648157,6095508.922987541,"11902419.974648157,6095508.922987541","(47.93175574762303, 106.92125781235926)"
73,382,,,7,104,,11903249.612074427,6095182.95685184,"11903249.612074427,6095182.95685184","(47.92979376923424, 106.92871057216222)"
74,113,,,4,53,,11914791.294601133,6091633.442955968,"11914791.294601133,6091633.442955968","(47.90842455497595, 107.03239127034418)"
75,184,,,4,32,,11904626.970667673,6094935.761476008,"11904626.970667673,6094935.761476008","(47.92830585957509, 106.94108359492247)"
76,267,,,8,119,,11900237.650074799,6090565.803579542,"11900237.650074799,6090565.803579542","(47.901995296124525, 106.90165365716769)"
77,230,Оюутны гудамж,99034242,7,105,,11903221.333991142,6093705.234376966,"11903221.333991142,6093705.234376966","(47.920898477476484, 106.92845654581802)"
78,376,,,7,104,,11903218.17629271,6095157.653810287,"11903218.17629271,6095157.653810287","(47.92964146802847, 106.92842817973037)"
79,21,,,7,101,,11900300.96830908,6092739.391220836,"11900300.96830908,6092739.391220836","(47.915083665540855, 106.90222245454386)"
80,27,их тойруу ,99069139,7,105,,11902367.646266485,6095089.2326437505,"11902367.646266485,6095089.2326437505","(47.92922963283563, 106.92078773850876)"
81,276,,,8,119,,11900035.436051294,6090098.296223168,"11900035.436051294,6090098.296223168","(47.89917974408635, 106.89983713768791)"
82,127,,,4,39,,11911765.97634444,6095948.55203132,"11911765.97634444,6095948.55203132","(47.9344017410558, 107.00521437405104)"
83,173,Барилгын коллежийн урд талын автобусн буудалын Түц-3,0,3,23,,11899319.169197695,6092768.036398381,"11899319.169197695,6092768.036398381","(47.91525613184846, 106.89340280306696)"
84,273,,,8,119,,11900046.225401944,6090128.819525951,"11900046.225401944,6090128.819525951","(47.899363574630584, 106.89993406007385)"
85,250,Оюутны гудамж 10/1- байр,90921729,7,105,,11903051.145967236,6093412.735751221,"11903051.145967236,6093412.735751221","(47.919137572657746, 106.92692772078753)"
86,156,,,9,142,,11900667.383278396,6095696.5486775935,"11900667.383278396,6095696.5486775935","(47.93288502611711, 106.90551401621653)"
87,81,,,3,11,,11897609.170605835,6092321.376178913,"11897609.170605835,6092321.376178913","(47.912566823599434, 106.87804162435803)"
88,130,,,4,39,,11911932.71124142,6095892.119980177,"11911932.71124142,6095892.119980177","(47.934062101286905, 107.00671217911459)"
89,38,бага тойруу ,0,7,105,,11902689.083983567,6093690.972516282,"11902689.083983567,6093690.972516282","(47.920812619388855, 106.92367526265024)"
90,87,,,3,24,,11898904.030152427,6093378.597482427,"11898904.030152427,6093378.597482427","(47.9189320490101, 106.88967354557295)"
91,350,Бөмбөгөрийн автобусны буудал Гуталчин Түц-3,0,3,23,,11899959.19282807,6093588.184405063,"11899959.19282807,6093588.184405063","(47.920193818591464, 106.89915223316059)"
92,256,,,7,107,,11902156.02818149,6095092.102358473,"11902156.02818149,6095092.102358473","(47.92924690605799, 106.91888674090728)"
93,399,,,3,8,,11899270.253435524,6090890.398305754,"11899270.253435524,6090890.398305754","(47.903950070147864, 106.89296338529903)"
94,7,МУИС-2 байрны урп талын автобусны буудал дээр,0,7,103,,11902306.632848311,6093974.6254764935,"11902306.632848311,6093974.6254764935","(47.92252021698206, 106.92023964564794)"
95,299,Автобусны буудал дээр,80117901,3,19,,11897704.957308948,6094442.658440915,"11897704.957308948,6094442.658440915","(47.925337663371046, 106.87890209095225)"
96,150,,,4,55,,11904316.042216778,6092332.125195791,"11904316.042216778,6092332.125195791","(47.91263154427885, 106.9382904771254)"
97,393,,,7,104,,11903045.706929443,6094749.749592558,"11903045.706929443,6094749.749592558","(47.92718619520299, 106.92687886107973)"
98,1,,,7,108,,11903130.388390718,6095757.160822628,"11903130.388390718,6095757.160822628","(47.93324983225337, 106.92763956758917)"
99,50,,,9,134,,11901541.169004535,6093538.396963464,"11901541.169004535,6093538.396963464","(47.91989408760411, 106.9133633669449)"
100,24,,,3,10,,11899254.031636784,6091506.246982016,"11899254.031636784,6091506.246982016","(47.90765863052392, 106.89281766240158)"
101,356,Модны 2-ын автобусны буудал хүнсний түц-2,0,3,23,,11899041.17016639,6093496.021116363,"11899041.17016639,6093496.021116363","(47.9196389746239, 106.89090549527904)"
102,47,,,9,134,,11900942.16107821,6093592.589596644,"11900942.16107821,6093592.589596644","(47.92022033869806, 106.90798238718965)"
103,379,,,7,104,,11903234.628800238,6095182.414215713,"11903234.628800238,6095182.414215713","(47.92979050306496, 106.92857597512011)"
104,141,,0,4,34,,11905194.81792307,6093673.356176825,"11905194.81792307,6093673.356176825","(47.92070656674567, 106.94618465360817)"
105,239,Их тойруу,0,7,105,,11902342.43256171,6095088.025008533,"11902342.43256171,6095088.025008533","(47.9292223639052, 106.92056123994509)"
106,402,,,3,8,,11898504.156628046,6091734.9558025645,"11898504.156628046,6091734.9558025645","(47.909035817538275, 106.88608142058631)"
107,216,ТҮЦ,0,8,132,,11901011.756834015,6089248.36869908,"11901011.756834015,6089248.36869908","(47.89406068335199, 106.90860757650113)"
108,233,Оюутны гудамж,88007379,7,105,,11902900.325080298,6093876.482028988,"11902900.325080298,6093876.482028988","(47.92192939746205, 106.92557287370852)"
109,310,,,3,21,,11897844.595954547,6094096.055486981,"11897844.595954547,6094096.055486981","(47.92325121131471, 106.88015648624821)"
110,18,,,3,10,,11898637.75809874,6092604.432026735,"11898637.75809874,6092604.432026735","(47.91427109821089, 106.88728158301734)"
111,30,бага тойруу ,0,7,105,,11902525.297595033,6094635.984876219,"11902525.297595033,6094635.984876219","(47.9265013974398, 106.92220394448873)"
112,373,,,4,31,,11904596.622058624,6094386.660774582,"11904596.622058624,6094386.660774582","(47.92500057890861, 106.94081096872888)"
113,270,,,8,119,,11900063.757744774,6090175.339889433,"11900063.757744774,6090175.339889433","(47.899643748289215, 106.90009155578916)"
114,224,,,7,108,,11903281.379505485,6095199.249482658,"11903281.379505485,6095199.249482658","(47.92989183575748, 106.92899594385078)"
115,124,,,4,39,,11911751.471871164,6095964.675442062,"11911751.471871164,6095964.675442062","(47.934498780384786, 107.00508407815072)"
116,84,Ж.Х.Д гудамж ,0,3,24,,11898670.831381254,6093287.05097172,"11898670.831381254,6093287.05097172","(47.918380904764554, 106.88757868536912)"
117,227,11-р хороолол,0,7,105,,11902756.10240394,6094939.443820098,"11902756.10240394,6094939.443820098","(47.92832802452442, 106.92427729936364)"
118,204,ТҮЦ,86894895,9,148,,11900516.524637584,6100549.105610894,"11900516.524637584,6100549.105610894","(47.96208295158029, 106.90415882998872)"
119,10,МУИС-н багш ажилчдын 2-р байрны зүүн талд зам дагуу,0,7,103,,11902545.06938998,6094274.103341146,"11902545.06938998,6094274.103341146","(47.924323019707366, 106.92238155754468)"
120,133,ЭТӨЧ гудамж,0,4,34,,11905472.965907877,6093256.535403987,"11905472.965907877,6093256.535403987","(47.91819718832501, 106.94868329946817)"
121,61,,,3,21,,11897724.260155378,6094374.725575281,"11897724.260155378,6094374.725575281","(47.92492873330491, 106.879075491372)"
122,90,Ж.Х.Д гудамж ,0,3,24,,11898732.339298848,6093033.256163701,"11898732.339298848,6093033.256163701","(47.91685293436505, 106.88813122039382)"
123,253,Бага тойруу 64-р байр,80130492,7,105,,11902625.761083603,6093522.7704918245,"11902625.761083603,6093522.7704918245","(47.919800012563286, 106.92310642336152)"
124,4,1-р ,0,7,102,,11899491.171215536,6092171.487895873,"11899491.171215536,6092171.487895873","(47.91166432597733, 106.8949479234822)"
125,147,,0,4,55,,11904848.712657318,6091942.773984725,"11904848.712657318,6091942.773984725","(47.91028717825628, 106.94307553710678)"
126,396,,,3,8,,11898332.311148977,6091854.277333372,"11898332.311148977,6091854.277333372","(47.90975430638086, 106.88453770638276)"
127,247,,,7,113,,11903518.318799991,6101053.2094912445,"11903518.318799991,6101053.2094912445","(47.965115208267164, 106.93112440574741)"
128,142,,0,4,34,,11905381.13325248,6094126.006591915,"11905381.13325248,6094126.006591915","(47.92343151184359, 106.9478583526889)"
