,OBJECTID,Ner,Holboo_barih_utas,Duureg,Horoo,Bairshil,x,y,xy,lat_lon
826,53,,,3,23,,11899111.18815851,6092857.629769883,"11899111.18815851,6092857.629769883","(47.91579555010308, 106.89153447760388)"
827,102,Мини маркет,0,7,115,,11906007.241262509,6105116.218055254,"11906007.241262509,6105116.218055254","(47.98954828520918, 106.9534827766381)"
828,729,,,4,35,,11906718.842106223,6093117.396171537,"11906718.842106223,6093117.396171537","(47.91735950387061, 106.9598751957791)"
829,1725,,,4,56,,11903292.04723516,6091238.120233707,"11903292.04723516,6091238.120233707","(47.90604403888872, 106.92909177369691)"
830,1762,Түмний сонголт ХХК,99005001,9,146,,11901368.85728515,6098158.059892153,"11901368.85728515,6098158.059892153","(47.94769804634704, 106.91181546443333)"
831,1774,,,4,45,,11904505.494473407,6093121.576320763,"11904505.494473407,6093121.576320763","(47.917384670557674, 106.93999235570283)"
832,337,,,4,58,,11919783.970589243,6093784.428722501,"11919783.970589243,6093784.428722501","(47.92137523420794, 107.07724124183194)"
833,743,,,4,35,,11906974.358732183,6095911.527818104,"11906974.358732183,6095911.527818104","(47.93417890880421, 106.96217054068356)"
834,1333,,,8,132,,11903113.462836549,6090748.5449749,"11903113.462836549,6090748.5449749","(47.90309581024668, 106.92748752274915)"
835,1582,,,3,8,,11898171.815996973,6092479.027490813,"11898171.815996973,6092479.027490813","(47.91351604648473, 106.88309595390201)"
836,302,,,9,151,,11901942.269413216,6101825.842904493,"11901942.269413216,6101825.842904493","(47.969762362889426, 106.91696651322074)"
837,351,,,4,40,,11914084.634637369,6091118.68724447,"11914084.634637369,6091118.68724447","(47.905324827343776, 107.02604323588292)"
838,1384,,,4,42,,11909130.093271067,6092047.874978987,"11909130.093271067,6092047.874978987","(47.910920024045424, 106.98153583353142)"
839,1925,,,3,10,,11900262.60485091,6091317.54294917,"11900262.60485091,6091317.54294917","(47.90652230769448, 106.90187782973561)"
840,2011,Сургуулийн  27-р гудамж Эрүке-Од иргэн,88602888,9,146,,11899716.15531809,6099381.649437858,"11899716.15531809,6099381.649437858","(47.95505985284833, 106.89696899006229)"
841,2023,Сургуулийн 34-697 тоот Монгэрэл ХХК,99183965,9,146,,11900902.02912951,6098980.3551005,"11900902.02912951,6098980.3551005","(47.95264555480356, 106.90762187576065)"
842,2060,,,7,105,,11902472.42066999,6093369.996647749,"11902472.42066999,6093369.996647749","(47.91888026901734, 106.92172894298929)"
843,45,,,3,18,,11898628.679429585,6095616.528718575,"11898628.679429585,6095616.528718575","(47.93240340628714, 106.88720002794473)"
844,294,,,9,151,,11901961.378644504,6101663.41428321,"11901961.378644504,6101663.41428321","(47.968785438923085, 106.91713817436609)"
845,537,,,9,143,,11900353.289867073,6096388.064945108,"11900353.289867073,6096388.064945108","(47.93704690019842, 106.90269246709622)"
846,543,,,9,143,,11899815.841962822,6097183.4878209,"11899815.841962822,6097183.4878209","(47.94183371944494, 106.89786449042815)"
847,1284,,,9,136,,11900751.638286943,6092991.991611787,"11900751.638286943,6092991.991611787","(47.91660449706734, 106.90627089183594)"
848,637,,,4,34,,11905162.164208084,6093393.086917814,"11905162.164208084,6093393.086917814","(47.91901928029402, 106.94589132029562)"
849,643,,,4,34,,11905979.353706257,6096121.928649091,"11905979.353706257,6096121.928649091","(47.93544520493245, 106.95323225845792)"
850,2,,,3,8,,11898126.650915852,6092275.991750589,"11898126.650915852,6092275.991750589","(47.91229355948039, 106.88269022907522)"
851,245,,,9,144,,11900725.92037092,6097546.563722112,"11900725.92037092,6097546.563722112","(47.944018546634815, 106.90603986386556)"
852,1327,Царам хүнсний дэлгүүр,0,7,109,,11901658.854522452,6097661.251365692,"11901658.854522452,6097661.251365692","(47.944708666009994, 106.91442055393952)"
853,1576,,,3,8,,11899096.94024946,6090717.39289622,"11899096.94024946,6090717.39289622","(47.902908206337, 106.89140648645922)"
854,1917,,,3,10,,11899106.494743839,6092063.998306425,"11899106.494743839,6092063.998306425","(47.91101710693213, 106.89149231594254)"
855,2166,"бээжингийн гудамж, хөгжим бүжгийн урд",0,7,105,,11903011.361436937,6094000.602188107,"11903011.361436937,6094000.602188107","(47.922676594588864, 106.92657033027112)"
856,2409,Амарсанаагийн гудамж ,0,3,24,,11898927.8063628,6094024.282238707,"11898927.8063628,6094024.282238707","(47.92281914607875, 106.88988713090473)"
857,345,,,4,58,,11918178.793008745,6092881.516290919,"11918178.793008745,6092881.516290919","(47.91593936364869, 107.06282168628906)"
858,1476,,,4,52,,11907516.394835945,6095097.592907569,"11907516.394835945,6095097.592907569","(47.92927995444033, 106.96703973384912)"
859,1968,Төвийн 5 тоот,,4,50,,11928500.150522286,6094778.110005276,"11928500.150522286,6094778.110005276","(47.92735690706516, 107.1555400183618)"
860,2017,Сургуулийн 33-651б Чандмань термис ХХК,99277407,9,146,,11900435.92748689,6099524.371810353,"11900435.92748689,6099524.371810353","(47.95591848303614, 106.90343481346545)"
861,48,,,3,18,,11898275.680724815,6096015.434422467,"11898275.680724815,6096015.434422467","(47.93480427394968, 106.88402898662704)"
862,309,,,9,150,,11900277.375354474,6102513.7762217475,"11900277.375354474,6102513.7762217475","(47.9738997203469, 106.90201051542667)"
863,641,,,4,34,,11905340.11923376,6093868.429714197,"11905340.11923376,6093868.429714197","(47.921880922558486, 106.9474899174901)"
864,1305,,,7,109,,11902140.811568946,6097525.065753424,"11902140.811568946,6097525.065753424","(47.943889184117126, 106.91875004775109)"
865,1969,Сонголт хүсний дэлгүүр,91916043,9,137,,11901684.490369715,6094424.5887464285,"11901684.490369715,6094424.5887464285","(47.925228890984464, 106.91465084467372)"
866,71,Мини маркет,0,7,111,,11902015.795196444,6100912.18158308,"11902015.795196444,6100912.18158308","(47.96426692323263, 106.91762700656923)"
867,286,,,9,151,,11900900.81488917,6101977.522599893,"11900900.81488917,6101977.522599893","(47.97067462095235, 106.90761096805407)"
868,735,,,4,35,,11906749.297523215,6093733.072470255,"11906749.297523215,6093733.072470255","(47.92106606567908, 106.96014878144479)"
869,1614,Мандалын шил ХХК-ны дэлгүүр,99969814,9,145,,11898622.39425737,6099034.09992133,"11898622.39425737,6099034.09992133","(47.95296890509551, 106.8871435672821)"
870,94,,,7,114,,11903398.155908268,6103896.808682019,"11903398.155908268,6103896.808682019","(47.98221652877956, 106.93004496412523)"
871,263,Хүнсний 17 дэлгүүр,96662327,9,146,,11901534.07028765,6098329.446056195,"11901534.07028765,6098329.446056195","(47.94872926556854, 106.91329959808616)"
872,595,,,3,8,,11898526.153822118,6092259.86821967,"11898526.153822118,6092259.86821967","(47.9121964777631, 106.88627902474272)"
873,758,,,4,35,,11907296.93194528,6097932.630337241,"11907296.93194528,6097932.630337241","(47.94634162028381, 106.96506826515929)"
874,1422,,,8,132,,11902081.005536063,6090455.23781757,"11902081.005536063,6090455.23781757","(47.901329430253135, 106.91821280101686)"
875,1754,,,3,18,,11897977.621108878,6095227.1775690755,"11897977.621108878,6095227.1775690755","(47.930059936496896, 106.8813514715413)"
876,1852,,,4,39,,11911764.908022746,6096000.206712364,"11911764.908022746,6096000.206712364","(47.934712625973546, 107.00520477715399)"
877,1923,,,3,10,,11900370.094451156,6091310.97422512,"11900370.094451156,6091310.97422512","(47.90648275222882, 106.90284342524346)"
878,2184,,,3,21,,11897979.35662045,6094362.483762977,"11897979.35662045,6094362.483762977","(47.92485504189763, 106.88136706190699)"
879,572,,,9,149,,11897501.233255703,6101162.99049508,"11897501.233255703,6101162.99049508","(47.96577553304898, 106.87707200664454)"
880,1445,,,4,52,,11907891.2797491,6094709.137567088,"11907891.2797491,6094709.137567088","(47.926941735350155, 106.97040738232184)"
881,1777,,,4,45,,11904317.984873395,6093106.05006567,"11904317.984873395,6093106.05006567","(47.91729119431082, 106.93830792830673)"
882,1900,,,9,152,,11902182.687727304,6103126.7653661035,"11902182.687727304,6103126.7653661035","(47.97758607049187, 106.91912622768201)"
883,2109,Эко март хүнсний дэлгүүр ,96653539,7,107,,11902739.950261641,6095544.868953813,"11902739.950261641,6095544.868953813","(47.931972100538026, 106.92413220220065)"
884,2232,,,4,53,,11914974.36754054,6093286.393690014,"11914974.36754054,6093286.393690014","(47.91837694766155, 107.03403584253996)"
885,549,,,9,149,,11898823.877476426,6101118.800431922,"11898823.877476426,6101118.800431922","(47.9655097340368, 106.88895352183381)"
886,804,Друзъяа Хүнсний дэлгүүр,96632556,7,107,,11902418.405285604,6095281.519497347,"11902418.405285604,6095281.519497347","(47.93038702208572, 106.92124371453558)"
887,1468,,,4,52,,11907759.709411804,6093829.813158157,"11907759.709411804,6093829.813158157","(47.921648450410636, 106.96922546587255)"
888,2132,Дөлгөөндөө Хүнсний дэлгүүр,96961010,7,107,,11902307.60325382,6095138.797312252,"11902307.60325382,6095138.797312252","(47.92952796883666, 106.92024836294897)"
889,163,Өрс уул хүнсний дэлгүүр,0,7,114,,11903776.75809076,6103345.028782527,"11903776.75809076,6103345.028782527","(47.97889858382998, 106.93344600539658)"
890,1491,,,9,140,,11897433.440088572,6097645.394375979,"11897433.440088572,6097645.394375979","(47.94461324899259, 106.8764630102626)"
891,2155,Рапид 26-р байр Мах маркет,89891430,8,132,,11902183.122570846,6090267.131066467,"11902183.122570846,6090267.131066467","(47.9001965656165, 106.91913013394803)"
892,2370,Хангайн 23-510 Тайхан хүнсний 6 нэрийн дэлгүүр,99606969,7,109,,11902306.978006493,6097578.533706102,"11902306.978006493,6097578.533706102","(47.944210923170886, 106.92024274625665)"
893,186,,,7,113,,11904388.254306138,6103869.339066164,"11904388.254306138,6103869.339066164","(47.98205135442255, 106.93893916936112)"
894,257,Өсөх золбоо,,9,145,,11899139.852067329,6099096.802083116,"11899139.852067329,6099096.802083116","(47.953346143768314, 106.89179196987783)"
895,1514,,,9,142,,11900095.43436656,6094957.856496456,"11900095.43436656,6094957.856496456","(47.928438854882415, 106.90037611172414)"
896,1760,,,9,146,,11901048.120334692,6098812.551890732,"11901048.120334692,6098812.551890732","(47.95163597070177, 106.90893423538554)"
897,332,,,4,41,,11919199.645277305,6088190.193601085,"11919199.645277305,6088190.193601085","(47.88768665308452, 107.0719921582458)"
898,1537,,,9,150,,11899440.942306649,6103054.209842828,"11899440.942306649,6103054.209842828","(47.977149755022786, 106.89449670951662)"
899,1660,,,8,119,,11899989.596842734,6090218.163629135,"11899989.596842734,6090218.163629135","(47.89990165731184, 106.89942535707131)"
900,1783,,,9,139,,11900536.805905117,6094748.251794233,"11900536.805905117,6094748.251794233","(47.92717717938265, 106.90434101971476)"
901,2201,Түшигт,88199960,9,145,,11901414.572038876,6097615.834774607,"11901414.572038876,6097615.834774607","(47.94443537812902, 106.91222612705315)"
902,1299,,,8,132,,11900939.356942594,6089476.18700942,"11900939.356942594,6089476.18700942","(47.89543286854623, 106.9079571972108)"
903,1311,,,8,132,,11902025.757970368,6090415.22770725,"11902025.757970368,6090415.22770725","(47.901088473198854, 106.91771650369013)"
904,1560,,,4,32,,11905177.58490712,6094414.666594972,"11905177.58490712,6094414.666594972","(47.92516916347481, 106.94602984679196)"
905,77,,,7,113,,11903550.656724963,6101466.350062871,"11903550.656724963,6101466.350062871","(47.96760017497027, 106.93141490227)"
906,280,,,9,151,,11900974.340637373,6101468.738636235,"11900974.340637373,6101468.738636235","(47.96761454146458, 106.90827146108795)"
907,1737,,,4,56,,11904347.83368131,6091111.521329533,"11904347.83368131,6091111.521329533","(47.9052816747212, 106.93857606471035)"
908,2284,,,4,55,,11903498.882641297,6092050.263637832,"11903498.882641297,6092050.263637832","(47.91093440681363, 106.93094980776323)"
909,1345,,,8,120,,11899829.298113694,6090501.219452663,"11899829.298113694,6090501.219452663","(47.901606348857904, 106.89798536908809)"
910,31,,,3,18,,11897981.87580144,6095033.696356195,"11897981.87580144,6095033.696356195","(47.92889535086063, 106.88138969209487)"
911,326,,,4,41,,11923862.304021591,6085877.973478916,"11923862.304021591,6085877.973478916","(47.8737560191122, 107.11387753439207)"
912,658,,,4,34,,11905174.51066168,6093516.998609865,"11905174.51066168,6093516.998609865","(47.919765264430794, 106.94600223037531)"
913,1654,,,8,119,,11898904.937581887,6089415.574830323,"11898904.937581887,6089415.574830323","(47.89506779549396, 106.88968169715051)"
914,217,,,9,140,,11898853.213183107,6095652.358478177,"11898853.213183107,6095652.358478177","(47.93261905707372, 106.88921704897062)"
915,223,,,9,140,,11899333.333230698,6096426.283500647,"11899333.333230698,6096426.283500647","(47.937276907890336, 106.89353004074026)"
916,1800,,,9,139,,11901351.33800269,6094963.231014449,"11901351.33800269,6094963.231014449","(47.928471205363, 106.91165808604131)"
917,2138,Маргад ханд хүнсний дэлгүүр,89519090,7,107,,11902965.678309876,6095479.180921313,"11902965.678309876,6095479.180921313","(47.931576734287376, 106.92615995175849)"
918,2192,,,3,9,,11898780.480373219,6092739.988342219,"11898780.480373219,6092739.988342219","(47.91508726068311, 106.88856367902282)"
919,269,Багачууд хүнс ТӨҮГ,357813,9,146,,11900592.155570304,6099285.506064582,"11900592.155570304,6099285.506064582","(47.95448143792172, 106.90483823421685)"
920,764,,,4,35,,11907061.544812195,6093754.57044561,"11907061.544812195,6093754.57044561","(47.921195485344086, 106.96295374656593)"
921,1351,,,8,120,,11898954.323036244,6090614.68061652,"11898954.323036244,6090614.68061652","(47.90228964808666, 106.89012533423511)"
922,1846,,,4,39,,11911769.68539287,6095899.883122991,"11911769.68539287,6095899.883122991","(47.934108824371485, 107.00524769299999)"
923,2092,8-р байрны урд,0,7,104,,11903258.288749943,6094743.474508114,"11903258.288749943,6094743.474508114","(47.92714842306196, 106.92878851606453)"
924,664,,,4,38,,11908449.68294348,6092628.915760221,"11908449.68294348,6092628.915760221","(47.914418511730574, 106.97542360356397)"
925,1451,,,4,52,,11907623.884511048,6095625.486199198,"11907623.884511048,6095625.486199198","(47.9324573193132, 106.96800533002941)"
926,1746,,,3,18,,11898513.27743847,6095865.546228922,"11898513.27743847,6095865.546228922","(47.93390216475874, 106.88616335422036)"
927,2238,,,4,53,,11915245.48009774,6092387.362896695,"11915245.48009774,6092387.362896695","(47.912964133561, 107.03647128807846)"
928,60,,,3,23,,11899445.600074837,6093586.170144446,"11899445.600074837,6093586.170144446","(47.92018169234785, 106.89453855096015)"
929,226,,,9,140,,11898471.028010743,6096173.085762896,"11898471.028010743,6096173.085762896","(47.9357530890257, 106.88578382115365)"
930,297,,,9,151,,11901961.378661375,6101641.916334762,"11901961.378661375,6101641.916334762","(47.9686561385213, 106.91713817451765)"
931,558,,,9,149,,11898398.360564701,6101425.145745205,"11898398.360564701,6101425.145745205","(47.967352343730695, 106.88513103837927)"
932,1720,Органик хүнсний дэлгүүр,96650579,9,137,,11901250.813822078,6094224.538702971,"11901250.813822078,6094224.538702971","(47.92402465386485, 106.91075506196265)"
933,83,,,7,113,,11904353.618781585,6103087.05390902,"11904353.618781585,6103087.05390902","(47.97734726455262, 106.93862803315032)"
934,1577,,,3,8,,11899082.01110537,6090723.36451182,"11899082.01110537,6090723.36451182","(47.902944168626604, 106.89127237567605)"
935,2241,59р байрны баруун хойд,0,4,55,,11904112.76744935,6091961.883290229,"11904112.76744935,6091961.883290229","(47.910402241906304, 106.93646442882084)"
936,177,Хүнсний дэлгүүр,0,7,113,,11903511.617136922,6102258.189784076,"11903511.617136922,6102258.189784076","(47.97236261521647, 106.93106420368377)"
937,1508,,,4,52,,11907310.373086277,6095640.415210651,"11907310.373086277,6095640.415210651","(47.93254717349192, 106.96518900898323)"
938,1840,'Анужин'  26-р байр,94564555,3,22,,11898691.184649758,6094335.288906223,"11898691.184649758,6094335.288906223","(47.924691338042834, 106.88776152189092)"
939,2098,"12а, 12б байрны дунд",0,7,104,,11903461.324631263,6094589.406194716,"11903461.324631263,6094589.406194716","(47.92622101811355, 106.93061241841868)"
940,2430,6а байрны 4-р орц,99295562,3,19,,11898061.603810223,6094526.102121268,"11898061.603810223,6094526.102121268","(47.925839958229965, 106.88210590098349)"
941,154,,,7,111,,11902079.243909074,6102608.128157218,"11902079.243909074,6102608.128157218","(47.97446714438563, 106.91819697605239)"
942,1248,,,4,38,,11911107.661237068,6093608.862430237,"11911107.661237068,6093608.862430237","(47.920318304190474, 106.99930062882385)"
943,1789,,,9,139,,11900809.112878917,6094541.633048671,"11900809.112878917,6094541.633048671","(47.92593344715601, 106.90678719488014)"
944,1863,,,4,39,,11912037.770129293,6095748.502023597,"11912037.770129293,6095748.502023597","(47.93319771772307, 107.00765593916165)"
945,1912,,,3,10,,11898596.516566154,6092431.851525142,"11898596.516566154,6092431.851525142","(47.91323200052344, 106.88691110402672)"
946,632,,,4,34,,11905454.774829257,6093412.196263003,"11905454.774829257,6093412.196263003","(47.91913432476696, 106.94851988622857)"
947,1385,,,4,42,,11910319.476548068,6091921.276130813,"11910319.476548068,6091921.276130813","(47.91015773203535, 106.99222024529547)"
948,1557,,,4,32,,11904376.514971556,6094911.8748607775,"11904376.514971556,6094911.8748607775","(47.928162079837854, 106.93883371312431)"
949,1883,фамили,88007043,3,25,,11898145.368193133,6093696.048295743,"11898145.368193133,6093696.048295743","(47.920843176197685, 106.88285836923781)"
950,2049,106а-р байр,0,8,119,,11899420.260438746,6088650.159462602,"11899420.260438746,6088650.159462602","(47.89045740277236, 106.89431092113622)"
951,2055,нэхмэл 2-р байр,0,8,119,,11900070.627095997,6090110.151404182,"11900070.627095997,6090110.151404182","(47.899251143526946, 106.90015326422112)"
952,34,,,3,18,,11897778.840021532,6095091.024113505,"11897778.840021532,6095091.024113505","(47.92924041594836, 106.87956579065171)"
953,40,,,7,110,,11901710.047083924,6097756.765434659,"11901710.047083924,6097756.765434659","(47.94528340362818, 106.91488042454357)"
954,1485,,,4,52,,11908363.770919677,6095632.054890862,"11908363.770919677,6095632.054890862","(47.932496854729436, 106.97465184272325)"
955,1534,,,9,150,,11898886.773791444,6103597.032170445,"11898886.773791444,6103597.032170445","(47.980413948863905, 106.88951852904475)"
956,1983,,,7,108,,11902257.441409748,6095884.058314138,"11902257.441409748,6095884.058314138","(47.93401358147212, 106.91979775143686)"
957,2149,,0,7,102,,11899638.922725657,6092050.860691899,"11899638.922725657,6092050.860691899","(47.910938001838836, 106.89627519788014)"
958,2198,,,3,9,,11898160.026766503,6092797.316083576,"11898160.026766503,6092797.316083576","(47.91543241779283, 106.88299004944284)"
959,183,Бидний дэлгүүр,0,7,113,,11904305.845609287,6103611.364040726,"11904305.845609287,6103611.364040726","(47.980500128968096, 106.93819887944187)"
960,1342,,,8,120,,11899737.33480733,6090206.817472574,"11899737.33480733,6090206.817472574","(47.8998333244009, 106.89715924865123)"
961,1932,Grow grand хүнсний дэлгүүр,99046492,9,135,,11899925.66550552,6093144.865735224,"11899925.66550552,6093144.865735224","(47.91752488480289, 106.89885105209774)"
962,2175,,,7,105,,11902928.546790997,6093972.236782883,"11902928.546790997,6093972.236782883","(47.92250583722482, 106.92582639364916)"
963,160,,,7,114,,11903278.72296351,6103408.328232524,"11903278.72296351,6103408.328232524","(47.97927922485292, 106.9289720797282)"
964,652,,,4,34,,11905413.839094095,6093758.352516958,"11905413.839094095,6093758.352516958","(47.92121825370613, 106.94815215426294)"
965,1242,,,4,38,,11908576.281911269,6092622.944196953,"11908576.281911269,6092622.944196953","(47.914382557728224, 106.97656086144116)"
966,1365,,,9,134,,11901198.396824677,6093071.414562332,"11901198.396824677,6093071.414562332","(47.91708266969951, 106.91028419206351)"
967,1906,,,9,152,,11901914.993916705,6104445.005386058,"11901914.993916705,6104445.005386058","(47.98551271620222, 106.91672149326676)"
968,1955,туул ,,4,50,,11929188.681045827,6094980.548777017,"11929188.681045827,6094980.548777017","(47.928575444887805, 107.16172519329061)"
969,54,,,3,23,,11899319.001272595,6092817.022573578,"11899319.001272595,6092817.022573578","(47.91555106549264, 106.89340129457011)"
970,303,,,9,151,,11902064.912026782,6102675.010571837,"11902064.912026782,6102675.010571837","(47.97486936542442, 106.91806823056324)"
971,552,,,9,149,,11898600.538070833,6101314.67023094,"11898600.538070833,6101314.67023094","(47.966687861778134, 106.88694722981792)"
972,1465,,,9,141,,11899004.086653596,6095061.16596651,"11899004.086653596,6095061.16596651","(47.929060695196554, 106.8905723684157)"
973,1477,,,4,52,,11907610.746837854,6095085.052476576,"11907610.746837854,6095085.052476576","(47.92920447180264, 106.96788731230313)"
974,1714,манна хүнсний дэлгүүр,98171138,9,137,,11901149.59444791,6093785.0258030705,"11901149.59444791,6093785.0258030705","(47.921378828667336, 106.90984579285401)"
975,1726,,,4,56,,11903695.730361478,6091070.914195015,"11903695.730361478,6091070.914195015","(47.90503714080829, 106.93271812092004)"
976,1963,Гялалзах,,4,50,,11930484.19912013,6093446.43369727,"11930484.19912013,6093446.43369727","(47.91934044461641, 107.1733630301606)"
977,1975,Унагалдайн найзууд цэцэрлэгийн гадна,5465436,3,25,,11898273.949758448,6093304.308580703,"11898273.949758448,6093304.308580703","(47.91848480247647, 106.8840134370916)"
978,2224,,,4,53,,11915133.469828093,6094360.095086743,"11915133.469828093,6094360.095086743","(47.92484066289403, 107.03546508270644)"
979,1571,,,3,8,,11898308.916557902,6092010.850747431,"11898308.916557902,6092010.850747431","(47.91069709050986, 106.88432754919546)"
980,1620,Цом трейд хүнсний дэлгүүр,,9,145,,11900293.85706089,6097788.713819038,"11900293.85706089,6097788.713819038","(47.94547564548649, 106.90215857311449)"
981,2069,ленобль,99086138,7,105,,11902606.973888053,6093662.60714392,"11902606.973888053,6093662.60714392","(47.920641856069814, 106.92293765511242)"
982,2118,Ноён хангай хүнсний мухлаг,0,7,108,,11901328.253826588,6096041.709653589,"11901328.253826588,6096041.709653589","(47.934962411051224, 106.91145071735919)"
983,91,Миний дэлгүүр,0,7,114,,11903259.613797238,6103173.0455350075,"11903259.613797238,6103173.0455350075","(47.977864376166586, 106.92880041916692)"
984,340,,,4,58,,11921121.61860493,6093301.9199554175,"11921121.61860493,6093301.9199554175","(47.918470422008845, 107.08925753840457)"
985,352,,,4,40,,11913998.643079799,6090989.699885503,"11913998.643079799,6090989.699885503","(47.904548069272984, 107.02527076057822)"
986,1763,,,4,45,,11904046.872302858,6093224.885776408,"11904046.872302858,6093224.885776408","(47.91800664368325, 106.93587248264842)"
987,1926,,,3,10,,11900250.661633236,6091220.205294605,"11900250.661633236,6091220.205294605","(47.90593615784994, 106.90177054198583)"
988,2012,15-ын  автобусны буудал,0,9,146,,11900269.129520938,6099676.648650459,"11900269.129520938,6099676.648650459","(47.956834577997796, 106.9019364418437)"
989,289,,,9,151,,11900479.21684065,6102234.303263944,"11900479.21684065,6102234.303263944","(47.97221895857133, 106.90382368834669)"
990,744,,,4,35,,11907020.93753959,6096028.571982663,"11907020.93753959,6096028.571982663","(47.9348833422277, 106.96258896522967)"
991,1285,,,9,136,,11900662.660768094,6093302.517056911,"11900662.660768094,6093302.517056911","(47.91847401679602, 106.9054715931847)"
992,1322,,,4,34,,11905951.88424731,6094178.457491244,"11905951.88424731,6094178.457491244","(47.92374725577245, 106.95298549610975)"
993,2367,,,7,109,,11902403.644777095,6096514.364002166,"11902403.644777095,6096514.364002166","(47.93780699186801, 106.92111111863164)"
994,638,,,4,34,,11905325.78726644,6094018.915232016,"11905325.78726644,6094018.915232016","(47.9227868372802, 106.94736117123718)"
995,644,,,4,34,,11905837.82576543,6096465.298132834,"11905837.82576543,6096465.298132834","(47.93751170549161, 106.95196089133418)"
996,1379,,,4,42,,11908388.415197164,6091411.297751989,"11908388.415197164,6091411.297751989","(47.90708687597448, 106.97487322603457)"
997,538,,,9,143,,11899674.911200386,6096428.672075039,"11899674.911200386,6096428.672075039","(47.937291282823594, 106.89659848784916)"
998,1528,,,9,150,,11900543.307535375,6102879.240644182,"11900543.307535375,6102879.240644182","(47.976097555755246, 106.90439942485308)"
999,2161,11-р хороолол 32-р байр,0,7,105,,11902569.459877811,6094893.959838907,"11902569.459877811,6094893.959838907","(47.92805424440877, 106.92260066102475)"
